experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
201,25,0.700,3.0,1.50,50,53,13,800,0.00000000,1.00000000,0.28376263,1.00000000,2554,0.788926,0.211074,47.44
202,25,0.700,3.0,2.00,20,53,13,800,0.00000000,1.00000000,0.25051491,1.00000000,1168,0.903471,0.096529,46.64
203,25,0.700,3.0,2.00,30,53,15,800,0.00000000,1.00000000,0.26123339,1.00000000,1756,0.854876,0.145124,45.28
204,25,0.700,3.0,2.00,50,53,13,800,0.00000000,1.00000000,0.31599518,1.00000000,2660,0.780165,0.219835,47.00
205,25,0.700,3.0,2.50,20,53,2,800,0.00000000,1.00000000,0.34518783,1.00000000,1160,0.904132,0.095868,45.90
206,25,0.700,3.0,2.50,30,53,10,800,0.00000000,1.00000000,0.25460716,1.00000000,1744,0.855868,0.144132,46.92
207,25,0.700,3.0,2.50,50,53,11,800,0.00000000,1.00000000,0.24768438,1.00000000,2668,0.779504,0.220496,46.31
208,25,0.700,3.0,3.00,20,53,17,800,0.00000000,1.00000000,0.29135836,1.00000000,1168,0.903471,0.096529,45.70
209,25,0.700,3.0,3.00,30,53,8,800,0.00000000,1.00000000,0.28784415,1.00000000,1744,0.855868,0.144132,47.03
210,25,0.700,3.0,3.00,50,53,19,800,0.00000000,1.00000000,0.24471505,1.00000000,2666,0.779669,0.220331,41.00
211,25,0.700,3.0,4.00,20,53,8,800,0.00000000,1.00000000,0.28430536,1.00000000,1162,0.903967,0.096033,46.42
212,25,0.700,3.0,4.00,30,53,7,800,0.00000000,1.00000000,0.22564279,1.00000000,1758,0.854711,0.145289,46.05
213,25,0.700,3.0,4.00,50,53,21,800,0.00000000,1.00000000,0.34132159,1.00000000,2664,0.779835,0.220165,46.89
214,25,0.700,3.0,5.00,20,53,7,800,0.00000000,1.00000000,0.28361294,1.00000000,1164,0.903802,0.096198,45.26
215,25,0.700,3.0,5.00,30,53,13,800,0.00000000,1.00000000,0.28583789,1.00000000,1760,0.854545,0.145455,46.80
216,25,0.700,3.0,5.00,50,53,18,800,0.00000000,1.00000000,0.22237483,1.00000000,2650,0.780992,0.219008,46.45
217,50,0.500,1.6,1.50,20,126,50,800,0.00000000,1.00000000,0.29570033,1.00000000,2304,0.949690,0.050310,86.56
218,50,0.500,1.6,1.50,30,126,50,800,0.00000000,1.00000000,0.26260399,1.00000000,3522,0.923094,0.076906,89.34
219,50,0.500,1.6,1.50,50,126,50,800,0.00000000,1.00000000,0.21415853,1.00000000,5466,0.880645,0.119355,85.21
220,50,0.500,1.6,2.00,20,126,50,800,0.00000000,1.00000000,0.35981565,1.00000000,2308,0.949603,0.050397,87.54
221,50,0.500,1.6,2.00,30,126,50,800,0.00000000,1.00000000,0.34778975,1.00000000,3526,0.923006,0.076994,85.90
222,50,0.500,1.6,2.00,50,126,50,800,0.00000000,1.00000000,0.13684500,1.00000000,5462,0.880732,0.119268,87.19
223,50,0.500,1.6,2.50,20,126,50,800,0.00000000,1.00000000,0.28950033,1.00000000,2304,0.949690,0.050310,86.03
224,50,0.500,1.6,2.50,30,126,50,800,0.00000000,1.00000000,0.24866583,1.00000000,3526,0.923006,0.076994,86.87
225,50,0.500,1.6,2.50,50,126,50,800,0.00000000,1.00000000,0.33169389,1.00000000,5460,0.880776,0.119224,86.56
226,50,0.500,1.6,3.00,20,126,50,800,0.00000000,1.00000000,0.23787542,1.00000000,2298,0.949821,0.050179,87.48
227,50,0.500,1.6,3.00,30,126,50,800,0.00000000,1.00000000,0.23449052,1.00000000,3520,0.923137,0.076863,86.78
228,50,0.500,1.6,3.00,50,126,50,800,0.00000000,1.00000000,0.27197123,1.00000000,5462,0.880732,0.119268,88.73
229,50,0.500,1.6,4.00,20,126,50,800,0.00000000,1.00000000,0.34261862,1.00000000,2306,0.949646,0.050354,81.67
230,50,0.500,1.6,4.00,30,126,50,800,0.00000000,1.00000000,0.27836862,1.00000000,3518,0.923181,0.076819,87.26
231,50,0.500,1.6,4.00,50,126,50,800,0.00000000,1.00000000,0.26995534,1.00000000,5466,0.880645,0.119355,86.24
232,50,0.500,1.6,5.00,20,126,50,800,0.00000000,1.00000000,0.24399876,1.00000000,2310,0.949559,0.050441,85.46
233,50,0.500,1.6,5.00,30,126,50,800,0.00000000,1.00000000,0.24492282,1.00000000,3518,0.923181,0.076819,87.05
234,50,0.500,1.6,5.00,50,126,50,800,0.00000000,1.00000000,0.26783311,1.00000000,5468,0.880601,0.119399,85.75
235,50,0.500,2.0,1.50,20,126,50,800,0.00000000,1.00000000,0.39031616,1.00000000,2306,0.949646,0.050354,86.18
236,50,0.500,2.0,1.50,30,126,50,800,0.00000000,1.00000000,0.29347528,1.00000000,3514,0.923268,0.076732,86.91
237,50,0.500,2.0,1.50,50,126,50,800,0.00000000,1.00000000,0.22442869,1.00000000,5464,0.880688,0.119312,85.30
238,50,0.500,2.0,2.00,20,126,50,800,0.00000000,1.00000000,0.34329244,1.00000000,2306,0.949646,0.050354,87.03
239,50,0.500,2.0,2.00,30,126,50,800,0.00000000,1.00000000,0.29110958,1.00000000,3520,0.923137,0.076863,85.74
240,50,0.500,2.0,2.00,50,126,50,800,0.00000000,1.00000000,0.28293727,1.00000000,5456,0.880863,0.119137,86.70
241,50,0.500,2.0,2.50,20,126,50,800,0.00000000,1.00000000,0.32672492,1.00000000,2304,0.949690,0.050310,86.55
242,50,0.500,2.0,2.50,30,126,50,800,0.00000000,1.00000000,0.30889805,1.00000000,3528,0.922963,0.077037,88.33
243,50,0.500,2.0,2.50,50,126,50,800,0.00000000,1.00000000,0.23708249,1.00000000,5464,0.880688,0.119312,89.22
244,50,0.500,2.0,3.00,20,126,50,800,0.00000000,1.00000000,0.28509881,1.00000000,2304,0.949690,0.050310,86.08
245,50,0.500,2.0,3.00,30,126,50,800,0.00000000,1.00000000,0.18400170,1.00000000,3520,0.923137,0.076863,85.39
246,50,0.500,2.0,3.00,50,126,50,800,0.00000000,1.00000000,0.29725156,1.00000000,5468,0.880601,0.119399,87.17
247,50,0.500,2.0,4.00,20,126,50,800,0.00000000,1.00000000,0.31874119,1.00000000,2306,0.949646,0.050354,85.82
248,50,0.500,2.0,4.00,30,126,50,800,0.00000000,1.00000000,0.25817178,1.00000000,3524,0.923050,0.076950,86.77
249,50,0.500,2.0,4.00,50,126,50,800,0.00000000,1.00000000,0.21792891,1.00000000,5464,0.880688,0.119312,86.78
250,50,0.500,2.0,5.00,20,126,50,800,0.00000000,1.00000000,0.37577453,1.00000000,2306,0.949646,0.050354,83.63
251,50,0.500,2.0,5.00,30,126,50,800,0.00000000,1.00000000,0.32637661,1.00000000,3524,0.923050,0.076950,86.88
252,50,0.500,2.0,5.00,50,126,50,800,0.00000000,1.00000000,0.34696824,1.00000000,5458,0.880819,0.119181,86.42
253,50,0.500,2.5,1.50,20,126,50,800,0.00000000,1.00000000,0.30527353,1.00000000,2308,0.949603,0.050397,86.04
254,50,0.500,2.5,1.50,30,126,50,800,0.00000000,1.00000000,0.26662725,1.00000000,3518,0.923181,0.076819,86.64
255,50,0.500,2.5,1.50,50,126,50,800,0.00000000,1.00000000,0.32510062,1.00000000,5454,0.880907,0.119093,85.95
256,50,0.500,2.5,2.00,20,126,50,800,0.00000000,1.00000000,0.30592992,1.00000000,2304,0.949690,0.050310,87.32
257,50,0.500,2.5,2.00,30,126,50,800,0.00000000,1.00000000,0.30513109,1.00000000,3528,0.922963,0.077037,86.65
258,50,0.500,2.5,2.00,50,126,50,800,0.00000000,1.00000000,0.32431367,1.00000000,5464,0.880688,0.119312,87.20
259,50,0.500,2.5,2.50,20,126,50,800,0.00000000,1.00000000,0.25534588,1.00000000,2308,0.949603,0.050397,82.93
260,50,0.500,2.5,2.50,30,126,50,800,0.00000000,1.00000000,0.33380080,1.00000000,3516,0.923225,0.076775,87.14
261,50,0.500,2.5,2.50,50,126,50,800,0.00000000,1.00000000,0.27981989,1.00000000,5476,0.880426,0.119574,88.53
262,50,0.500,2.5,3.00,20,126,50,800,0.00000000,1.00000000,0.26071260,1.00000000,2300,0.949777,0.050223,89.47
263,50,0.500,2.5,3.00,30,126,50,800,0.00000000,1.00000000,0.21011461,1.00000000,3522,0.923094,0.076906,98.83
264,50,0.500,2.5,3.00,50,126,50,800,0.00000000,1.00000000,0.31824033,1.00000000,5470,0.880557,0.119443,86.57
265,50,0.500,2.5,4.00,20,126,50,800,0.00000000,1.00000000,0.35278782,1.00000000,2308,0.949603,0.050397,88.47
266,50,0.500,2.5,4.00,30,126,50,800,0.00000000,1.00000000,0.35597705,1.00000000,3518,0.923181,0.076819,88.84
267,50,0.500,2.5,4.00,50,126,50,800,0.00000000,1.00000000,0.21282430,1.00000000,5476,0.880426,0.119574,85.77
268,50,0.500,2.5,5.00,20,126,50,800,0.00000000,1.00000000,0.28109726,1.00000000,2302,0.949734,0.050266,88.27
269,50,0.500,2.5,5.00,30,126,50,800,0.00000000,1.00000000,0.34536528,1.00000000,3518,0.923181,0.076819,85.58
270,50,0.500,2.5,5.00,50,126,50,800,0.00000000,1.00000000,0.24838854,1.00000000,5466,0.880645,0.119355,86.68
271,50,0.500,3.0,1.50,20,126,25,800,0.00000000,1.00000000,0.25340179,1.00000000,2306,0.949646,0.050354,85.18
272,50,0.500,3.0,1.50,30,126,26,800,0.00000000,1.00000000,0.24219170,1.00000000,3494,0.923705,0.076295,110.72
273,50,0.500,3.0,1.50,50,126,28,800,0.00000000,1.00000000,0.28407572,1.00000000,5410,0.881867,0.118133,109.28
274,50,0.500,3.0,2.00,20,126,5,800,0.00000000,1.00000000,0.28854920,1.00000000,2310,0.949559,0.050441,106.42
275,50,0.500,3.0,2.00,30,126,16,800,0.00000000,1.00000000,0.23150522,1.00000000,3520,0.923137,0.076863,105.44
276,50,0.500,3.0,2.00,50,126,22,800,0.00000000,1.00000000,0.29772001,1.00000000,5476,0.880426,0.119574,86.87
277,50,0.500,3.0,2.50,20,126,46,800,0.00000000,1.00000000,0.29087577,1.00000000,2308,0.949603,0.050397,87.15
278,50,0.500,3.0,2.50,30,126,26,800,0.00000000,1.00000000,0.28685905,1.00000000,3532,0.922875,0.077125,89.38
279,50,0.500,3.0,2.50,50,126,12,800,0.00000000,1.00000000,0.26981917,1.00000000,5462,0.880732,0.119268,87.70
280,50,0.500,3.0,3.00,20,126,26,800,0.00000000,1.00000000,0.32868346,1.00000000,2302,0.949734,0.050266,86.34
281,50,0.500,3.0,3.00,30,126,34,800,0.00000000,1.00000000,0.26219419,1.00000000,3518,0.923181,0.076819,86.92
282,50,0.500,3.0,3.00,50,126,30,800,0.00000000,1.00000000,0.24082518,1.00000000,5468,0.880601,0.119399,90.20
283,50,0.500,3.0,4.00,20,126,15,800,0.00000000,1.00000000,0.29445963,1.00000000,2304,0.949690,0.050310,87.40
284,50,0.500,3.0,4.00,30,126,25,800,0.00000000,1.00000000,0.26048904,1.00000000,3522,0.923094,0.076906,84.40
285,50,0.500,3.0,4.00,50,126,31,800,0.00000000,1.00000000,0.24671822,1.00000000,5456,0.880863,0.119137,87.14
286,50,0.500,3.0,5.00,20,126,21,800,0.00000000,1.00000000,0.36444864,1.00000000,2306,0.949646,0.050354,86.19
287,50,0.500,3.0,5.00,30,126,17,800,0.00000000,1.00000000,0.23180219,1.00000000,3522,0.923094,0.076906,84.64
288,50,0.500,3.0,5.00,50,126,24,800,0.00000000,1.00000000,0.25796941,1.00000000,5458,0.880819,0.119181,87.22
289,50,0.600,1.6,1.50,20,87,50,800,0.00000000,1.00000000,0.32091495,1.00000000,1591,0.928337,0.071663,60.67
290,50,0.600,1.6,1.50,30,87,50,800,0.00000000,1.00000000,0.24399586,1.00000000,2419,0.891041,0.108959,61.15
291,50,0.600,1.6,1.50,50,87,50,800,0.00000000,1.00000000,0.23713639,1.00000000,3709,0.832935,0.167065,60.43
292,50,0.600,1.6,2.00,20,87,50,800,0.00000000,1.00000000,0.32554351,1.00000000,1591,0.928337,0.071663,61.32
293,50,0.600,1.6,2.00,30,87,50,800,0.00000000,1.00000000,0.27787470,1.00000000,2427,0.890681,0.109319,61.63
294,50,0.600,1.6,2.00,50,87,50,800,0.00000000,1.00000000,0.33076908,1.00000000,3715,0.832665,0.167335,63.50
295,50,0.600,1.6,2.50,20,87,50,800,0.00000000,1.00000000,0.35889595,1.00000000,1597,0.928066,0.071934,60.94
296,50,0.600,1.6,2.50,30,87,50,800,0.00000000,1.00000000,0.29564069,1.00000000,2417,0.891131,0.108869,61.24
297,50,0.600,1.6,2.50,50,87,50,800,0.00000000,1.00000000,0.30473496,1.00000000,3711,0.832845,0.167155,61.47
298,50,0.600,1.6,3.00,20,87,50,800,0.00000000,1.00000000,0.35873830,1.00000000,1585,0.928607,0.071393,61.14
299,50,0.600,1.6,3.00,30,87,50,800,0.00000000,1.00000000,0.28520331,1.00000000,2421,0.890951,0.109049,60.76
300,50,0.600,1.6,3.00,50,87,50,800,0.00000000,1.00000000,0.23082048,1.00000000,3707,0.833026,0.166974,62.56
301,50,0.600,1.6,4.00,20,87,50,800,0.00000000,1.00000000,0.21814611,1.00000000,1591,0.928337,0.071663,60.03
302,50,0.600,1.6,4.00,30,87,50,800,0.00000000,1.00000000,0.27045210,1.00000000,2417,0.891131,0.108869,61.25
303,50,0.600,1.6,4.00,50,87,50,800,0.00000000,1.00000000,0.24828089,1.00000000,3699,0.833386,0.166614,61.11
304,50,0.600,1.6,5.00,20,87,50,800,0.00000000,1.00000000,0.20450571,1.00000000,1585,0.928607,0.071393,62.65
305,50,0.600,1.6,5.00,30,87,50,800,0.00000000,1.00000000,0.21058141,1.00000000,2421,0.890951,0.109049,61.17
306,50,0.600,1.6,5.00,50,87,50,800,0.00000000,1.00000000,0.32836128,1.00000000,3711,0.832845,0.167155,61.32
307,50,0.600,2.0,1.50,20,87,50,800,0.00000000,1.00000000,0.21593826,1.00000000,1589,0.928427,0.071573,61.19
308,50,0.600,2.0,1.50,30,87,50,800,0.00000000,1.00000000,0.26650574,1.00000000,2411,0.891401,0.108599,61.26
309,50,0.600,2.0,1.50,50,87,50,800,0.00000000,1.00000000,0.28625321,1.00000000,3707,0.833026,0.166974,60.82
310,50,0.600,2.0,2.00,20,87,50,800,0.00000000,1.00000000,0.24350480,1.00000000,1591,0.928337,0.071663,61.17
311,50,0.600,2.0,2.00,30,87,50,800,0.00000000,1.00000000,0.30125042,1.00000000,2415,0.891221,0.108779,60.49
312,50,0.600,2.0,2.00,50,87,50,800,0.00000000,1.00000000,0.26966037,1.00000000,3699,0.833386,0.166614,62.83
313,50,0.600,2.0,2.50,20,87,50,800,0.00000000,1.00000000,0.32656847,1.00000000,1589,0.928427,0.071573,60.73
314,50,0.600,2.0,2.50,30,87,50,800,0.00000000,1.00000000,0.25036362,1.00000000,2413,0.891311,0.108689,60.50
315,50,0.600,2.0,2.50,50,87,50,800,0.00000000,1.00000000,0.26142682,1.00000000,3707,0.833026,0.166974,61.62
316,50,0.600,2.0,3.00,20,87,50,800,0.00000000,1.00000000,0.22721690,1.00000000,1591,0.928337,0.071663,61.18
317,50,0.600,2.0,3.00,30,87,50,800,0.00000000,1.00000000,0.21381933,1.00000000,2417,0.891131,0.108869,61.22
318,50,0.600,2.0,3.00,50,87,50,800,0.00000000,1.00000000,0.37676964,1.00000000,3721,0.832395,0.167605,61.46
319,50,0.600,2.0,4.00,20,87,50,800,0.00000000,1.00000000,0.36511965,1.00000000,1587,0.928517,0.071483,60.78
320,50,0.600,2.0,4.00,30,87,50,800,0.00000000,1.00000000,0.34800516,1.00000000,2415,0.891221,0.108779,61.43
321,50,0.600,2.0,4.00,50,87,50,800,0.00000000,1.00000000,0.29322182,1.00000000,3709,0.832935,0.167065,60.51
322,50,0.600,2.0,5.00,20,87,50,800,0.00000000,1.00000000,0.21284469,1.00000000,1587,0.928517,0.071483,61.82
323,50,0.600,2.0,5.00,30,87,50,800,0.00000000,1.00000000,0.27548542,1.00000000,2413,0.891311,0.108689,61.64
324,50,0.600,2.0,5.00,50,87,50,800,0.00000000,1.00000000,0.24819266,1.00000000,3707,0.833026,0.166974,61.38
325,50,0.600,2.5,1.50,20,87,50,800,0.00000000,1.00000000,0.20625370,1.00000000,1593,0.928246,0.071754,60.75
326,50,0.600,2.5,1.50,30,87,50,800,0.00000000,1.00000000,0.21003454,1.00000000,2413,0.891311,0.108689,61.47
327,50,0.600,2.5,1.50,50,87,50,800,0.00000000,1.00000000,0.32982825,1.00000000,3709,0.832935,0.167065,62.37
328,50,0.600,2.5,2.00,20,87,50,800,0.00000000,1.00000000,0.37631196,1.00000000,1589,0.928427,0.071573,61.48
329,50,0.600,2.5,2.00,30,87,50,800,0.00000000,1.00000000,0.24176840,1.00000000,2413,0.891311,0.108689,61.03
330,50,0.600,2.5,2.00,50,87,50,800,0.00000000,1.00000000,0.28225628,1.00000000,3709,0.832935,0.167065,60.84
331,50,0.600,2.5,2.50,20,87,50,800,0.00000000,1.00000000,0.25334217,1.00000000,1585,0.928607,0.071393,60.52
332,50,0.600,2.5,2.50,30,87,50,800,0.00000000,1.00000000,0.28720529,1.00000000,2421,0.890951,0.109049,61.83
333,50,0.600,2.5,2.50,50,87,50,800,0.00000000,1.00000000,0.19515806,1.00000000,3709,0.832935,0.167065,62.02
334,50,0.600,2.5,3.00,20,87,50,800,0.00000000,1.00000000,0.27871384,1.00000000,1591,0.928337,0.071663,63.48
335,50,0.600,2.5,3.00,30,87,50,800,0.00000000,1.00000000,0.31016255,1.00000000,2417,0.891131,0.108869,61.32
336,50,0.600,2.5,3.00,50,87,50,800,0.00000000,1.00000000,0.24775507,1.00000000,3705,0.833116,0.166884,61.50
337,50,0.600,2.5,4.00,20,87,50,800,0.00000000,1.00000000,0.34151005,1.00000000,1593,0.928246,0.071754,60.19
338,50,0.600,2.5,4.00,30,87,50,800,0.00000000,1.00000000,0.27842047,1.00000000,2415,0.891221,0.108779,61.38
339,50,0.600,2.5,4.00,50,87,50,800,0.00000000,1.00000000,0.21070518,1.00000000,3717,0.832575,0.167425,61.08
340,50,0.600,2.5,5.00,20,87,50,800,0.00000000,1.00000000,0.27624767,1.00000000,1587,0.928517,0.071483,60.78
341,50,0.600,2.5,5.00,30,87,50,800,0.00000000,1.00000000,0.19797419,1.00000000,2425,0.890771,0.109229,61.23
342,50,0.600,2.5,5.00,50,87,50,800,0.00000000,1.00000000,0.27103652,1.00000000,3707,0.833026,0.166974,61.30
343,50,0.600,3.0,1.50,20,87,2,800,0.00000000,1.00000000,0.18151695,1.00000000,2237,0.899239,0.100761,61.82
344,50,0.600,3.0,1.50,30,87,26,800,0.00000000,1.00000000,0.31468682,1.00000000,2407,0.891581,0.108419,61.16
345,50,0.600,3.0,1.50,50,87,14,800,0.00000000,1.00000000,0.22964513,1.00000000,3565,0.839422,0.160578,61.22
346,50,0.600,3.0,2.00,20,87,7,800,0.00000000,1.00000000,0.31560357,1.00000000,1587,0.928517,0.071483,60.84
347,50,0.600,3.0,2.00,30,87,11,800,0.00000000,1.00000000,0.22595511,1.00000000,2417,0.891131,0.108869,61.52
348,50,0.600,3.0,2.00,50,87,12,800,0.00000000,1.00000000,0.20260479,1.00000000,3713,0.832755,0.167245,60.22
349,50,0.600,3.0,2.50,20,87,7,800,0.00000000,1.00000000,0.25090112,1.00000000,1591,0.928337,0.071663,61.44
350,50,0.600,3.0,2.50,30,87,5,800,0.00000000,1.00000000,0.19606309,1.00000000,2411,0.891401,0.108599,61.09
351,50,0.600,3.0,2.50,50,87,27,800,0.00000000,1.00000000,0.28767205,1.00000000,3707,0.833026,0.166974,60.71
352,50,0.600,3.0,3.00,20,87,33,800,0.00000000,1.00000000,0.22923413,1.00000000,1585,0.928607,0.071393,61.18
353,50,0.600,3.0,3.00,30,87,34,800,0.00000000,1.00000000,0.24190668,1.00000000,2413,0.891311,0.108689,61.07
354,50,0.600,3.0,3.00,50,87,11,800,0.00000000,1.00000000,0.22571377,1.00000000,3701,0.833296,0.166704,61.33
355,50,0.600,3.0,4.00,20,87,15,800,0.00000000,1.00000000,0.25697507,1.00000000,1591,0.928337,0.071663,60.34
356,50,0.600,3.0,4.00,30,87,7,800,0.00000000,1.00000000,0.30910308,1.00000000,2419,0.891041,0.108959,60.85
357,50,0.600,3.0,4.00,50,87,9,800,0.00000000,1.00000000,0.19966641,1.00000000,3717,0.832575,0.167425,61.23
358,50,0.600,3.0,5.00,20,87,25,800,0.00000000,1.00000000,0.32812651,1.00000000,1593,0.928246,0.071754,60.02
359,50,0.600,3.0,5.00,30,87,12,800,0.00000000,1.00000000,0.28395536,1.00000000,2413,0.891311,0.108689,60.22
360,50,0.600,3.0,5.00,50,87,7,800,0.00000000,1.00000000,0.25161874,1.00000000,3709,0.832935,0.167065,61.41
361,50,0.700,1.6,1.50,20,64,50,800,0.00000000,1.00000000,0.33528703,1.00000000,1164,0.903802,0.096198,45.91
362,50,0.700,1.6,1.50,30,64,50,800,0.00000000,1.00000000,0.31217810,1.00000000,1754,0.855041,0.144959,46.48
363,50,0.700,1.6,1.50,50,64,50,800,0.00000000,1.00000000,0.26684749,1.00000000,2660,0.780165,0.219835,46.02
364,50,0.700,1.6,2.00,20,64,50,800,0.00000000,1.00000000,0.25734739,1.00000000,1168,0.903471,0.096529,46.29
365,50,0.700,1.6,2.00,30,64,50,800,0.00000000,1.00000000,0.27889252,1.00000000,1758,0.854711,0.145289,45.93
366,50,0.700,1.6,2.00,50,64,50,800,0.00000000,1.00000000,0.24003498,1.00000000,2664,0.779835,0.220165,45.83
367,50,0.700,1.6,2.50,20,64,50,800,0.00000000,1.00000000,0.30122604,1.00000000,1160,0.904132,0.095868,45.40
368,50,0.700,1.6,2.50,30,64,50,800,0.00000000,1.00000000,0.35720672,1.00000000,1754,0.855041,0.144959,47.51
369,50,0.700,1.6,2.50,50,64,50,800,0.00000000,1.00000000,0.24957497,1.00000000,2664,0.779835,0.220165,45.96
370,50,0.700,1.6,3.00,20,64,50,800,0.00000000,1.00000000,0.29215314,1.00000000,1166,0.903636,0.096364,46.31
371,50,0.700,1.6,3.00,30,64,50,800,0.00000000,1.00000000,0.23702853,1.00000000,1750,0.855372,0.144628,45.95
372,50,0.700,1.6,3.00,50,64,50,800,0.00000000,1.00000000,0.25708108,1.00000000,2672,0.779174,0.220826,46.06
373,50,0.700,1.6,4.00,20,64,50,800,0.00000000,1.00000000,0.33253914,1.00000000,1164,0.903802,0.096198,46.23
374,50,0.700,1.6,4.00,30,64,50,800,0.00000000,1.00000000,0.30029997,1.00000000,1752,0.855207,0.144793,46.39
375,50,0.700,1.6,4.00,50,64,50,800,0.00000000,1.00000000,0.28969566,1.00000000,2654,0.780661,0.219339,46.02
376,50,0.700,1.6,5.00,20,64,50,800,0.00000000,1.00000000,0.28099085,1.00000000,1162,0.903967,0.096033,45.92
377,50,0.700,1.6,5.00,30,64,50,800,0.00000000,1.00000000,0.30612936,1.00000000,1750,0.855372,0.144628,45.43
378,50,0.700,1.6,5.00,50,64,50,800,0.00000000,1.00000000,0.28885956,1.00000000,2660,0.780165,0.219835,45.70
379,50,0.700,2.0,1.50,20,64,50,800,0.00000000,1.00000000,0.31182083,1.00000000,1164,0.903802,0.096198,45.64
380,50,0.700,2.0,1.50,30,64,50,800,0.00000000,1.00000000,0.29343522,1.00000000,1750,0.855372,0.144628,46.13
381,50,0.700,2.0,1.50,50,64,50,800,0.00000000,1.00000000,0.28621258,1.00000000,2658,0.780331,0.219669,45.96
382,50,0.700,2.0,2.00,20,64,50,800,0.00000000,1.00000000,0.23453094,1.00000000,1166,0.903636,0.096364,46.21
383,50,0.700,2.0,2.00,30,64,50,800,0.00000000,1.00000000,0.36796531,1.00000000,1752,0.855207,0.144793,46.17
384,50,0.700,2.0,2.00,50,64,50,800,0.00000000,1.00000000,0.27641317,1.00000000,2658,0.780331,0.219669,45.52
385,50,0.700,2.0,2.50,20,64,50,800,0.00000000,1.00000000,0.32719083,1.00000000,1166,0.903636,0.096364,45.78
386,50,0.700,2.0,2.50,30,64,50,800,0.00000000,1.00000000,0.29276204,1.00000000,1752,0.855207,0.144793,45.42
387,50,0.700,2.0,2.50,50,64,50,800,0.00000000,1.00000000,0.27125586,1.00000000,2652,0.780826,0.219174,46.08
388,50,0.700,2.0,3.00,20,64,50,800,0.00000000,1.00000000,0.26847020,1.00000000,1166,0.903636,0.096364,46.24
389,50,0.700,2.0,3.00,30,64,50,800,0.00000000,1.00000000,0.20724479,1.00000000,1754,0.855041,0.144959,46.05
390,50,0.700,2.0,3.00,50,64,50,800,0.00000000,1.00000000,0.26811770,1.00000000,2664,0.779835,0.220165,46.02
391,50,0.700,2.0,4.00,20,64,50,800,0.00000000,1.00000000,0.28441757,1.00000000,1166,0.903636,0.096364,45.55
392,50,0.700,2.0,4.00,30,64,50,800,0.00000000,1.00000000,0.25190015,1.00000000,1756,0.854876,0.145124,46.20
393,50,0.700,2.0,4.00,50,64,50,800,0.00000000,1.00000000,0.29244141,1.00000000,2652,0.780826,0.219174,45.88
394,50,0.700,2.0,5.00,20,64,50,800,0.00000000,1.00000000,0.25528907,1.00000000,1166,0.903636,0.096364,46.11
395,50,0.700,2.0,5.00,30,64,50,800,0.00000000,1.00000000,0.30507779,1.00000000,1752,0.855207,0.144793,45.68
396,50,0.700,2.0,5.00,50,64,50,800,0.00000000,1.00000000,0.35456061,1.00000000,2654,0.780661,0.219339,43.86
397,50,0.700,2.5,1.50,20,64,50,800,0.00000000,1.00000000,0.29049291,1.00000000,1170,0.903306,0.096694,46.38
398,50,0.700,2.5,1.50,30,64,50,800,0.00000000,1.00000000,0.35544051,1.00000000,1754,0.855041,0.144959,44.28
399,50,0.700,2.5,1.50,50,64,50,800,0.00000000,1.00000000,0.22209308,1.00000000,2652,0.780826,0.219174,44.12
400,50,0.700,2.5,2.00,20,64,50,800,0.00000000,1.00000000,0.27803562,1.00000000,1158,0.904298,0.095702,46.22
401,50,0.700,2.5,2.00,30,64,50,800,0.00000000,1.00000000,0.30067477,1.00000000,1754,0.855041,0.144959,46.05
402,50,0.700,2.5,2.00,50,64,50,800,0.00000000,1.00000000,0.26091413,1.00000000,2648,0.781157,0.218843,45.53
403,50,0.700,2.5,2.50,20,64,45,800,0.00000000,1.00000000,0.19010310,1.00000000,1160,0.904132,0.095868,45.74
404,50,0.700,2.5,2.50,30,64,50,800,0.00000000,1.00000000,0.22583181,1.00000000,1754,0.855041,0.144959,46.26
405,50,0.700,2.5,2.50,50,64,50,800,0.00000000,1.00000000,0.15803050,1.00000000,2658,0.780331,0.219669,46.00
406,50,0.700,2.5,3.00,20,64,50,800,0.00000000,1.00000000,0.23422151,1.00000000,1164,0.903802,0.096198,45.97
407,50,0.700,2.5,3.00,30,64,50,800,0.00000000,1.00000000,0.28426252,1.00000000,1750,0.855372,0.144628,45.89
408,50,0.700,2.5,3.00,50,64,50,800,0.00000000,1.00000000,0.32040603,1.00000000,2652,0.780826,0.219174,47.69
409,50,0.700,2.5,4.00,20,64,50,800,0.00000000,1.00000000,0.26379012,1.00000000,1166,0.903636,0.096364,45.70
410,50,0.700,2.5,4.00,30,64,32,800,0.00000000,1.00000000,0.25373734,1.00000000,1754,0.855041,0.144959,47.75
411,50,0.700,2.5,4.00,50,64,50,800,0.00000000,1.00000000,0.20787787,1.00000000,2676,0.778843,0.221157,46.37
412,50,0.700,2.5,5.00,20,64,50,800,0.00000000,1.00000000,0.36048385,1.00000000,1170,0.903306,0.096694,46.55
413,50,0.700,2.5,5.00,30,64,50,800,0.00000000,1.00000000,0.28316283,1.00000000,1752,0.855207,0.144793,45.69
