experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
210,25,0.700,3.0,3.00,50,53,25,800,0.00000000,1.00000000,0.23803794,1.00000000,5632,0.883636,0.116364,48.82
211,25,0.700,3.0,4.00,20,53,25,800,0.00000000,1.00000000,0.28106281,1.00000000,2374,0.950950,0.049050,48.79
212,25,0.700,3.0,4.00,30,53,25,800,0.00000000,1.00000000,0.18964069,1.00000000,3628,0.925041,0.074959,49.37
213,25,0.700,3.0,4.00,50,53,25,800,0.00000000,1.00000000,0.25229055,1.00000000,5622,0.883843,0.116157,51.77
214,25,0.700,3.0,5.00,20,53,25,800,0.00000000,1.00000000,0.30225223,1.00000000,2370,0.951033,0.048967,49.71
215,25,0.700,3.0,5.00,30,53,25,800,0.00000000,1.00000000,0.29819564,1.00000000,3622,0.925165,0.074835,48.92
216,25,0.700,3.0,5.00,50,53,25,800,0.00000000,1.00000000,0.27450439,1.00000000,5626,0.883760,0.116240,50.87
217,50,0.500,1.6,1.50,20,126,50,800,0.00000000,1.00000000,0.29080646,1.00000000,4658,0.974572,0.025428,92.12
218,50,0.500,1.6,1.50,30,126,50,800,0.00000000,1.00000000,0.27868592,1.00000000,7162,0.960903,0.039097,93.30
219,50,0.500,1.6,1.50,50,126,50,800,0.00000000,1.00000000,0.31569750,1.00000000,11242,0.938630,0.061370,92.91
220,50,0.500,1.6,2.00,20,126,50,800,0.00000000,1.00000000,0.30335316,1.00000000,4656,0.974583,0.025417,93.63
221,50,0.500,1.6,2.00,30,126,50,800,0.00000000,1.00000000,0.25851895,1.00000000,7158,0.960925,0.039075,93.28
222,50,0.500,1.6,2.00,50,126,50,800,0.00000000,1.00000000,0.27530277,1.00000000,11236,0.938663,0.061337,93.62
223,50,0.500,1.6,2.50,20,126,50,800,0.00000000,1.00000000,0.33762799,1.00000000,4658,0.974572,0.025428,92.12
224,50,0.500,1.6,2.50,30,126,50,800,0.00000000,1.00000000,0.36970081,1.00000000,7154,0.960946,0.039054,92.91
225,50,0.500,1.6,2.50,50,126,50,800,0.00000000,1.00000000,0.29533202,1.00000000,11240,0.938641,0.061359,92.32
226,50,0.500,1.6,3.00,20,126,50,800,0.00000000,1.00000000,0.25933901,1.00000000,4658,0.974572,0.025428,93.07
227,50,0.500,1.6,3.00,30,126,50,800,0.00000000,1.00000000,0.29022597,1.00000000,7156,0.960935,0.039065,92.18
228,50,0.500,1.6,3.00,50,126,50,800,0.00000000,1.00000000,0.28588151,1.00000000,11234,0.938674,0.061326,97.33
229,50,0.500,1.6,4.00,20,126,50,800,0.00000000,1.00000000,0.35166303,1.00000000,4656,0.974583,0.025417,92.06
230,50,0.500,1.6,4.00,30,126,50,800,0.00000000,1.00000000,0.28750924,1.00000000,7158,0.960925,0.039075,92.15
231,50,0.500,1.6,4.00,50,126,50,800,0.00000000,1.00000000,0.21941430,1.00000000,11236,0.938663,0.061337,92.14
232,50,0.500,1.6,5.00,20,126,50,800,0.00000000,1.00000000,0.30802286,1.00000000,4656,0.974583,0.025417,91.99
233,50,0.500,1.6,5.00,30,126,50,800,0.00000000,1.00000000,0.24215668,1.00000000,7158,0.960925,0.039075,92.05
234,50,0.500,1.6,5.00,50,126,50,800,0.00000000,1.00000000,0.24334560,1.00000000,11240,0.938641,0.061359,92.98
235,50,0.500,2.0,1.50,20,126,50,800,0.00000000,1.00000000,0.36603465,1.00000000,4666,0.974528,0.025472,93.41
236,50,0.500,2.0,1.50,30,126,50,800,0.00000000,1.00000000,0.23823355,1.00000000,7156,0.960935,0.039065,92.22
237,50,0.500,2.0,1.50,50,126,50,800,0.00000000,1.00000000,0.19398690,1.00000000,11244,0.938619,0.061381,92.27
238,50,0.500,2.0,2.00,20,126,50,800,0.00000000,1.00000000,0.39169439,1.00000000,4656,0.974583,0.025417,93.19
239,50,0.500,2.0,2.00,30,126,50,800,0.00000000,1.00000000,0.31457045,1.00000000,7156,0.960935,0.039065,100.53
240,50,0.500,2.0,2.00,50,126,50,800,0.00000000,1.00000000,0.27696907,1.00000000,11238,0.938652,0.061348,112.45
241,50,0.500,2.0,2.50,20,126,50,800,0.00000000,1.00000000,0.28938726,1.00000000,4660,0.974561,0.025439,113.05
242,50,0.500,2.0,2.50,30,126,50,800,0.00000000,1.00000000,0.27444597,1.00000000,7156,0.960935,0.039065,93.73
243,50,0.500,2.0,2.50,50,126,50,800,0.00000000,1.00000000,0.30448841,1.00000000,11254,0.938565,0.061435,96.18
244,50,0.500,2.0,3.00,20,126,50,800,0.00000000,1.00000000,0.28182686,1.00000000,4656,0.974583,0.025417,93.55
245,50,0.500,2.0,3.00,30,126,50,800,0.00000000,1.00000000,0.26894176,1.00000000,7162,0.960903,0.039097,93.74
246,50,0.500,2.0,3.00,50,126,50,800,0.00000000,1.00000000,0.26081775,1.00000000,11248,0.938597,0.061403,105.19
247,50,0.500,2.0,4.00,20,126,50,800,0.00000000,1.00000000,0.30978418,1.00000000,4660,0.974561,0.025439,109.01
248,50,0.500,2.0,4.00,30,126,50,800,0.00000000,1.00000000,0.21107496,1.00000000,7164,0.960892,0.039108,93.61
249,50,0.500,2.0,4.00,50,126,50,800,0.00000000,1.00000000,0.31879145,1.00000000,11236,0.938663,0.061337,100.58
250,50,0.500,2.0,5.00,20,126,50,800,0.00000000,1.00000000,0.25749576,1.00000000,4656,0.974583,0.025417,112.46
251,50,0.500,2.0,5.00,30,126,50,800,0.00000000,1.00000000,0.25576300,1.00000000,7172,0.960848,0.039152,112.65
252,50,0.500,2.0,5.00,50,126,50,800,0.00000000,1.00000000,0.27911016,1.00000000,11244,0.938619,0.061381,112.44
253,50,0.500,2.5,1.50,20,126,50,800,0.00000000,1.00000000,0.26436189,1.00000000,4664,0.974539,0.025461,112.67
254,50,0.500,2.5,1.50,30,126,50,800,0.00000000,1.00000000,0.32515647,1.00000000,7156,0.960935,0.039065,113.69
255,50,0.500,2.5,1.50,50,126,50,800,0.00000000,1.00000000,0.24749149,1.00000000,11236,0.938663,0.061337,113.64
256,50,0.500,2.5,2.00,20,126,50,800,0.00000000,1.00000000,0.25991495,1.00000000,4660,0.974561,0.025439,112.45
257,50,0.500,2.5,2.00,30,126,50,800,0.00000000,1.00000000,0.24808174,1.00000000,7166,0.960881,0.039119,112.69
258,50,0.500,2.5,2.00,50,126,50,800,0.00000000,1.00000000,0.27069341,1.00000000,11240,0.938641,0.061359,112.30
259,50,0.500,2.5,2.50,20,126,50,800,0.00000000,1.00000000,0.24404649,1.00000000,4662,0.974550,0.025450,112.65
260,50,0.500,2.5,2.50,30,126,50,800,0.00000000,1.00000000,0.20971035,1.00000000,7158,0.960925,0.039075,112.88
261,50,0.500,2.5,2.50,50,126,50,800,0.00000000,1.00000000,0.23744950,1.00000000,11244,0.938619,0.061381,112.89
262,50,0.500,2.5,3.00,20,126,50,800,0.00000000,1.00000000,0.33404710,1.00000000,4656,0.974583,0.025417,112.65
263,50,0.500,2.5,3.00,30,126,50,800,0.00000000,1.00000000,0.24977716,1.00000000,7158,0.960925,0.039075,112.45
264,50,0.500,2.5,3.00,50,126,50,800,0.00000000,1.00000000,0.22240184,1.00000000,11242,0.938630,0.061370,113.09
265,50,0.500,2.5,4.00,20,126,50,800,0.00000000,1.00000000,0.34691304,1.00000000,4660,0.974561,0.025439,113.34
266,50,0.500,2.5,4.00,30,126,50,800,0.00000000,1.00000000,0.35125221,1.00000000,7160,0.960914,0.039086,118.02
267,50,0.500,2.5,4.00,50,126,50,800,0.00000000,1.00000000,0.30758436,1.00000000,11246,0.938608,0.061392,112.81
268,50,0.500,2.5,5.00,20,126,50,800,0.00000000,1.00000000,0.28241288,1.00000000,4654,0.974594,0.025406,113.00
269,50,0.500,2.5,5.00,30,126,50,800,0.00000000,1.00000000,0.25790673,1.00000000,7152,0.960957,0.039043,112.68
270,50,0.500,2.5,5.00,50,126,50,800,0.00000000,1.00000000,0.29446311,1.00000000,11242,0.938630,0.061370,114.98
271,50,0.500,3.0,1.50,20,126,50,800,0.00000000,1.00000000,0.29466747,1.00000000,4658,0.974572,0.025428,112.47
272,50,0.500,3.0,1.50,30,126,50,800,0.00000000,1.00000000,0.33884897,1.00000000,7158,0.960925,0.039075,112.93
273,50,0.500,3.0,1.50,50,126,50,800,0.00000000,1.00000000,0.24806488,1.00000000,11246,0.938608,0.061392,112.62
274,50,0.500,3.0,2.00,20,126,50,800,0.00000000,1.00000000,0.22648542,1.00000000,4662,0.974550,0.025450,113.13
275,50,0.500,3.0,2.00,30,126,50,800,0.00000000,1.00000000,0.22422975,1.00000000,7158,0.960925,0.039075,112.52
276,50,0.500,3.0,2.00,50,126,50,800,0.00000000,1.00000000,0.23331237,1.00000000,11228,0.938706,0.061294,113.12
277,50,0.500,3.0,2.50,20,126,50,800,0.00000000,1.00000000,0.31329506,1.00000000,4654,0.974594,0.025406,112.59
278,50,0.500,3.0,2.50,30,126,50,800,0.00000000,1.00000000,0.32658775,1.00000000,7156,0.960935,0.039065,112.66
279,50,0.500,3.0,2.50,50,126,50,800,0.00000000,1.00000000,0.30292828,1.00000000,11242,0.938630,0.061370,113.23
280,50,0.500,3.0,3.00,20,126,50,800,0.00000000,1.00000000,0.27341789,1.00000000,4658,0.974572,0.025428,112.55
281,50,0.500,3.0,3.00,30,126,50,800,0.00000000,1.00000000,0.22733975,1.00000000,7158,0.960925,0.039075,112.60
282,50,0.500,3.0,3.00,50,126,50,800,0.00000000,1.00000000,0.28845596,1.00000000,11246,0.938608,0.061392,112.80
283,50,0.500,3.0,4.00,20,126,50,800,0.00000000,1.00000000,0.31229680,1.00000000,4656,0.974583,0.025417,112.71
284,50,0.500,3.0,4.00,30,126,50,800,0.00000000,1.00000000,0.33277664,1.00000000,7160,0.960914,0.039086,112.77
285,50,0.500,3.0,4.00,50,126,50,800,0.00000000,1.00000000,0.20724194,1.00000000,11266,0.938499,0.061501,113.08
286,50,0.500,3.0,5.00,20,126,50,800,0.00000000,1.00000000,0.37847635,1.00000000,4660,0.974561,0.025439,112.46
287,50,0.500,3.0,5.00,30,126,50,800,0.00000000,1.00000000,0.22165894,1.00000000,7168,0.960870,0.039130,113.39
288,50,0.500,3.0,5.00,50,126,50,800,0.00000000,1.00000000,0.24734007,1.00000000,11244,0.938619,0.061381,112.73
289,50,0.600,1.6,1.50,20,87,50,800,0.00000000,1.00000000,0.29007856,1.00000000,3234,0.963583,0.036417,79.54
290,50,0.600,1.6,1.50,30,87,50,800,0.00000000,1.00000000,0.26529741,1.00000000,4948,0.944282,0.055718,79.63
291,50,0.600,1.6,1.50,50,87,50,800,0.00000000,1.00000000,0.25693168,1.00000000,7732,0.912932,0.087068,79.55
292,50,0.600,1.6,2.00,20,87,50,800,0.00000000,1.00000000,0.37470590,1.00000000,3228,0.963650,0.036350,79.57
293,50,0.600,1.6,2.00,30,87,50,800,0.00000000,1.00000000,0.31855463,1.00000000,4948,0.944282,0.055718,79.67
294,50,0.600,1.6,2.00,50,87,50,800,0.00000000,1.00000000,0.19836875,1.00000000,7724,0.913022,0.086978,79.56
295,50,0.600,1.6,2.50,20,87,50,800,0.00000000,1.00000000,0.34575499,1.00000000,3226,0.963673,0.036327,79.49
296,50,0.600,1.6,2.50,30,87,50,800,0.00000000,1.00000000,0.22990947,1.00000000,4954,0.944214,0.055786,79.87
297,50,0.600,1.6,2.50,50,87,50,800,0.00000000,1.00000000,0.27138916,1.00000000,7748,0.912752,0.087248,80.15
298,50,0.600,1.6,3.00,20,87,50,800,0.00000000,1.00000000,0.18835211,1.00000000,3232,0.963605,0.036395,79.53
299,50,0.600,1.6,3.00,30,87,50,800,0.00000000,1.00000000,0.23038081,1.00000000,4950,0.944259,0.055741,79.63
300,50,0.600,1.6,3.00,50,87,50,800,0.00000000,1.00000000,0.32064234,1.00000000,7730,0.912954,0.087046,79.72
301,50,0.600,1.6,4.00,20,87,50,800,0.00000000,1.00000000,0.32642529,1.00000000,3230,0.963628,0.036372,79.52
302,50,0.600,1.6,4.00,30,87,50,800,0.00000000,1.00000000,0.31653216,1.00000000,4950,0.944259,0.055741,79.93
303,50,0.600,1.6,4.00,50,87,50,800,0.00000000,1.00000000,0.34579729,1.00000000,7734,0.912909,0.087091,79.51
304,50,0.600,1.6,5.00,20,87,50,800,0.00000000,1.00000000,0.27361370,1.00000000,3230,0.963628,0.036372,79.74
305,50,0.600,1.6,5.00,30,87,50,800,0.00000000,1.00000000,0.27591192,1.00000000,4952,0.944237,0.055763,79.58
306,50,0.600,1.6,5.00,50,87,50,800,0.00000000,1.00000000,0.33857623,1.00000000,7734,0.912909,0.087091,79.53
307,50,0.600,2.0,1.50,20,87,50,800,0.00000000,1.00000000,0.20603372,1.00000000,3226,0.963673,0.036327,79.78
308,50,0.600,2.0,1.50,30,87,50,800,0.00000000,1.00000000,0.26922844,1.00000000,4942,0.944349,0.055651,79.38
309,50,0.600,2.0,1.50,50,87,50,800,0.00000000,1.00000000,0.25408450,1.00000000,7726,0.912999,0.087001,79.41
310,50,0.600,2.0,2.00,20,87,50,800,0.00000000,1.00000000,0.24781201,1.00000000,3224,0.963695,0.036305,79.84
311,50,0.600,2.0,2.00,30,87,50,800,0.00000000,1.00000000,0.32627917,1.00000000,4952,0.944237,0.055763,82.00
312,50,0.600,2.0,2.00,50,87,50,800,0.00000000,1.00000000,0.29443785,1.00000000,7734,0.912909,0.087091,79.54
313,50,0.600,2.0,2.50,20,87,50,800,0.00000000,1.00000000,0.23049230,1.00000000,3228,0.963650,0.036350,81.12
314,50,0.600,2.0,2.50,30,87,50,800,0.00000000,1.00000000,0.29288405,1.00000000,4948,0.944282,0.055718,79.76
315,50,0.600,2.0,2.50,50,87,50,800,0.00000000,1.00000000,0.31329241,1.00000000,7728,0.912977,0.087023,79.68
316,50,0.600,2.0,3.00,20,87,50,800,0.00000000,1.00000000,0.32366965,1.00000000,3226,0.963673,0.036327,79.84
317,50,0.600,2.0,3.00,30,87,50,800,0.00000000,1.00000000,0.22364382,1.00000000,4956,0.944192,0.055808,79.50
318,50,0.600,2.0,3.00,50,87,50,800,0.00000000,1.00000000,0.19674834,1.00000000,7722,0.913044,0.086956,78.98
