experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
205,25,0.700,3.0,2.50,20,53,19,800,0.00000000,1.00000000,0.35975826,1.00000000,2378,0.950868,0.049132,91.41
206,25,0.700,3.0,2.50,30,53,25,800,0.00000000,1.00000000,0.24685734,1.00000000,3620,0.925207,0.074793,93.88
207,25,0.700,3.0,2.50,50,53,9,800,0.00000000,1.00000000,0.30274279,1.00000000,5634,0.883595,0.116405,93.72
208,25,0.700,3.0,3.00,20,53,3,800,0.00000000,1.00000000,0.23653734,1.00000000,2378,0.950868,0.049132,93.19
209,25,0.700,3.0,3.00,30,53,25,800,0.00000000,1.00000000,0.27195641,1.00000000,3626,0.925083,0.074917,93.40
210,25,0.700,3.0,3.00,50,53,13,800,0.00000000,1.00000000,0.35878031,1.00000000,5616,0.883967,0.116033,93.89
211,25,0.700,3.0,4.00,20,53,25,800,0.00000000,1.00000000,0.36527382,1.00000000,2378,0.950868,0.049132,93.56
212,25,0.700,3.0,4.00,30,53,22,800,0.00000000,1.00000000,0.22589648,1.00000000,3622,0.925165,0.074835,95.33
213,25,0.700,3.0,4.00,50,53,19,800,0.00000000,1.00000000,0.19420364,1.00000000,5620,0.883884,0.116116,94.00
214,25,0.700,3.0,5.00,20,53,25,800,0.00000000,1.00000000,0.36458308,1.00000000,2374,0.950950,0.049050,93.60
215,25,0.700,3.0,5.00,30,53,25,800,0.00000000,1.00000000,0.39810873,1.00000000,3626,0.925083,0.074917,93.77
216,25,0.700,3.0,5.00,50,53,7,800,0.00000000,1.00000000,0.20695954,1.00000000,5624,0.883802,0.116198,93.75
217,50,0.500,1.6,1.50,20,126,50,800,0.00000000,1.00000000,0.27262290,1.00000000,4660,0.974561,0.025439,177.51
218,50,0.500,1.6,1.50,30,126,50,800,0.00000000,1.00000000,0.26090398,1.00000000,7154,0.960946,0.039054,180.72
219,50,0.500,1.6,1.50,50,126,50,800,0.00000000,1.00000000,0.25862851,1.00000000,11244,0.938619,0.061381,178.41
220,50,0.500,1.6,2.00,20,126,50,800,0.00000000,1.00000000,0.27355773,1.00000000,4660,0.974561,0.025439,177.28
221,50,0.500,1.6,2.00,30,126,50,800,0.00000000,1.00000000,0.24401450,1.00000000,7156,0.960935,0.039065,177.53
222,50,0.500,1.6,2.00,50,126,50,800,0.00000000,1.00000000,0.26142622,1.00000000,11236,0.938663,0.061337,178.43
223,50,0.500,1.6,2.50,20,126,50,800,0.00000000,1.00000000,0.28618612,1.00000000,4666,0.974528,0.025472,177.21
224,50,0.500,1.6,2.50,30,126,50,800,0.00000000,1.00000000,0.26796891,1.00000000,7154,0.960946,0.039054,175.74
225,50,0.500,1.6,2.50,50,126,50,800,0.00000000,1.00000000,0.23777794,1.00000000,11246,0.938608,0.061392,178.13
226,50,0.500,1.6,3.00,20,126,50,800,0.00000000,1.00000000,0.38477224,1.00000000,4660,0.974561,0.025439,177.92
227,50,0.500,1.6,3.00,30,126,50,800,0.00000000,1.00000000,0.30418984,1.00000000,7156,0.960935,0.039065,178.97
228,50,0.500,1.6,3.00,50,126,50,800,0.00000000,1.00000000,0.26099219,1.00000000,11242,0.938630,0.061370,184.52
229,50,0.500,1.6,4.00,20,126,50,800,0.00000000,1.00000000,0.36288949,1.00000000,4656,0.974583,0.025417,177.52
230,50,0.500,1.6,4.00,30,126,50,800,0.00000000,1.00000000,0.25999435,1.00000000,7166,0.960881,0.039119,178.38
231,50,0.500,1.6,4.00,50,126,50,800,0.00000000,1.00000000,0.25763043,1.00000000,11234,0.938674,0.061326,177.15
232,50,0.500,1.6,5.00,20,126,50,800,0.00000000,1.00000000,0.33152892,1.00000000,4666,0.974528,0.025472,178.33
233,50,0.500,1.6,5.00,30,126,50,800,0.00000000,1.00000000,0.34262559,1.00000000,7156,0.960935,0.039065,176.61
234,50,0.500,1.6,5.00,50,126,50,800,0.00000000,1.00000000,0.27554508,1.00000000,11232,0.938685,0.061315,178.89
235,50,0.500,2.0,1.50,20,126,50,800,0.00000000,1.00000000,0.27881862,1.00000000,4658,0.974572,0.025428,178.67
236,50,0.500,2.0,1.50,30,126,50,800,0.00000000,1.00000000,0.24255845,1.00000000,7150,0.960968,0.039032,176.76
237,50,0.500,2.0,1.50,50,126,50,800,0.00000000,1.00000000,0.28544398,1.00000000,11240,0.938641,0.061359,178.65
238,50,0.500,2.0,2.00,20,126,50,800,0.00000000,1.00000000,0.30332910,1.00000000,4658,0.974572,0.025428,178.28
239,50,0.500,2.0,2.00,30,126,50,800,0.00000000,1.00000000,0.26249872,1.00000000,7164,0.960892,0.039108,177.77
240,50,0.500,2.0,2.00,50,126,50,800,0.00000000,1.00000000,0.20953277,1.00000000,11242,0.938630,0.061370,177.88
241,50,0.500,2.0,2.50,20,126,50,800,0.00000000,1.00000000,0.38790172,1.00000000,4664,0.974539,0.025461,177.39
242,50,0.500,2.0,2.50,30,126,50,800,0.00000000,1.00000000,0.33436124,1.00000000,7162,0.960903,0.039097,178.21
243,50,0.500,2.0,2.50,50,126,50,800,0.00000000,1.00000000,0.25920387,1.00000000,11238,0.938652,0.061348,179.58
244,50,0.500,2.0,3.00,20,126,50,800,0.00000000,1.00000000,0.29872079,1.00000000,4662,0.974550,0.025450,176.34
245,50,0.500,2.0,3.00,30,126,50,800,0.00000000,1.00000000,0.26350169,1.00000000,7156,0.960935,0.039065,176.51
246,50,0.500,2.0,3.00,50,126,50,800,0.00000000,1.00000000,0.24509032,1.00000000,11238,0.938652,0.061348,178.81
247,50,0.500,2.0,4.00,20,126,50,800,0.00000000,1.00000000,0.31269666,1.00000000,4654,0.974594,0.025406,176.27
248,50,0.500,2.0,4.00,30,126,50,800,0.00000000,1.00000000,0.29564046,1.00000000,7158,0.960925,0.039075,174.00
249,50,0.500,2.0,4.00,50,126,50,800,0.00000000,1.00000000,0.32115478,1.00000000,11238,0.938652,0.061348,177.75
250,50,0.500,2.0,5.00,20,126,50,800,0.00000000,1.00000000,0.27902957,1.00000000,4654,0.974594,0.025406,176.14
251,50,0.500,2.0,5.00,30,126,50,800,0.00000000,1.00000000,0.34520488,1.00000000,7156,0.960935,0.039065,176.31
252,50,0.500,2.0,5.00,50,126,50,800,0.00000000,1.00000000,0.26599934,1.00000000,11238,0.938652,0.061348,176.23
253,50,0.500,2.5,1.50,20,126,50,800,0.00000000,1.00000000,0.34808944,1.00000000,4658,0.974572,0.025428,173.50
254,50,0.500,2.5,1.50,30,126,50,800,0.00000000,1.00000000,0.27792592,1.00000000,7156,0.960935,0.039065,179.87
255,50,0.500,2.5,1.50,50,126,50,800,0.00000000,1.00000000,0.23155581,1.00000000,11242,0.938630,0.061370,176.68
256,50,0.500,2.5,2.00,20,126,50,800,0.00000000,1.00000000,0.30594552,1.00000000,4660,0.974561,0.025439,176.13
257,50,0.500,2.5,2.00,30,126,50,800,0.00000000,1.00000000,0.33862632,1.00000000,7164,0.960892,0.039108,177.26
258,50,0.500,2.5,2.00,50,126,50,800,0.00000000,1.00000000,0.31746073,1.00000000,11256,0.938554,0.061446,176.18
259,50,0.500,2.5,2.50,20,126,50,800,0.00000000,1.00000000,0.29789912,1.00000000,4660,0.974561,0.025439,174.99
260,50,0.500,2.5,2.50,30,126,50,800,0.00000000,1.00000000,0.33618665,1.00000000,7162,0.960903,0.039097,177.77
261,50,0.500,2.5,2.50,50,126,50,800,0.00000000,1.00000000,0.26526775,1.00000000,11244,0.938619,0.061381,177.30
262,50,0.500,2.5,3.00,20,126,50,800,0.00000000,1.00000000,0.32574445,1.00000000,4662,0.974550,0.025450,174.94
263,50,0.500,2.5,3.00,30,126,50,800,0.00000000,1.00000000,0.26452436,1.00000000,7162,0.960903,0.039097,176.26
264,50,0.500,2.5,3.00,50,126,50,800,0.00000000,1.00000000,0.27916043,1.00000000,11250,0.938586,0.061414,175.53
265,50,0.500,2.5,4.00,20,126,50,800,0.00000000,1.00000000,0.30942291,1.00000000,4660,0.974561,0.025439,174.15
266,50,0.500,2.5,4.00,30,126,50,800,0.00000000,1.00000000,0.24086778,1.00000000,7158,0.960925,0.039075,177.90
267,50,0.500,2.5,4.00,50,126,50,800,0.00000000,1.00000000,0.28932766,1.00000000,11260,0.938532,0.061468,174.78
268,50,0.500,2.5,5.00,20,126,50,800,0.00000000,1.00000000,0.32279485,1.00000000,4658,0.974572,0.025428,172.46
269,50,0.500,2.5,5.00,30,126,50,800,0.00000000,1.00000000,0.25901682,1.00000000,7160,0.960914,0.039086,174.09
270,50,0.500,2.5,5.00,50,126,50,800,0.00000000,1.00000000,0.29197995,1.00000000,11246,0.938608,0.061392,175.57
271,50,0.500,3.0,1.50,20,126,50,800,0.00000000,1.00000000,0.30316519,1.00000000,4668,0.974517,0.025483,175.01
272,50,0.500,3.0,1.50,30,126,50,800,0.00000000,1.00000000,0.30446969,1.00000000,7162,0.960903,0.039097,173.84
273,50,0.500,3.0,1.50,50,126,50,800,0.00000000,1.00000000,0.28585777,1.00000000,11244,0.938619,0.061381,176.16
274,50,0.500,3.0,2.00,20,126,48,800,0.00000000,1.00000000,0.26495759,1.00000000,4654,0.974594,0.025406,175.32
275,50,0.500,3.0,2.00,30,126,50,800,0.00000000,1.00000000,0.33138110,1.00000000,7160,0.960914,0.039086,173.26
276,50,0.500,3.0,2.00,50,126,50,800,0.00000000,1.00000000,0.29360573,1.00000000,11248,0.938597,0.061403,174.57
277,50,0.500,3.0,2.50,20,126,50,800,0.00000000,1.00000000,0.23000135,1.00000000,4660,0.974561,0.025439,176.08
278,50,0.500,3.0,2.50,30,126,50,800,0.00000000,1.00000000,0.20703939,1.00000000,7152,0.960957,0.039043,174.57
279,50,0.500,3.0,2.50,50,126,50,800,0.00000000,1.00000000,0.30364709,1.00000000,11242,0.938630,0.061370,175.39
280,50,0.500,3.0,3.00,20,126,50,800,0.00000000,1.00000000,0.35198611,1.00000000,4660,0.974561,0.025439,136.17
281,50,0.500,3.0,3.00,30,126,50,800,0.00000000,1.00000000,0.24945735,1.00000000,7158,0.960925,0.039075,92.11
282,50,0.500,3.0,3.00,50,126,50,800,0.00000000,1.00000000,0.33063439,1.00000000,11236,0.938663,0.061337,92.13
283,50,0.500,3.0,4.00,20,126,50,800,0.00000000,1.00000000,0.28608854,1.00000000,4658,0.974572,0.025428,92.90
284,50,0.500,3.0,4.00,30,126,50,800,0.00000000,1.00000000,0.26648452,1.00000000,7154,0.960946,0.039054,92.17
285,50,0.500,3.0,4.00,50,126,50,800,0.00000000,1.00000000,0.30860374,1.00000000,11238,0.938652,0.061348,93.05
286,50,0.500,3.0,5.00,20,126,50,800,0.00000000,1.00000000,0.30145608,1.00000000,4658,0.974572,0.025428,92.05
287,50,0.500,3.0,5.00,30,126,50,800,0.00000000,1.00000000,0.29482002,1.00000000,7158,0.960925,0.039075,97.42
288,50,0.500,3.0,5.00,50,126,50,800,0.00000000,1.00000000,0.29708587,1.00000000,11256,0.938554,0.061446,92.05
289,50,0.600,1.6,1.50,20,87,50,800,0.00000000,1.00000000,0.26362229,1.00000000,3222,0.963718,0.036282,64.94
290,50,0.600,1.6,1.50,30,87,50,800,0.00000000,1.00000000,0.32500148,1.00000000,4952,0.944237,0.055763,65.05
291,50,0.600,1.6,1.50,50,87,50,800,0.00000000,1.00000000,0.41307536,1.00000000,7728,0.912977,0.087023,65.01
292,50,0.600,1.6,2.00,20,87,50,800,0.00000000,1.00000000,0.23681439,1.00000000,3230,0.963628,0.036372,65.08
293,50,0.600,1.6,2.00,30,87,50,800,0.00000000,1.00000000,0.24810711,1.00000000,4954,0.944214,0.055786,65.85
294,50,0.600,1.6,2.00,50,87,50,800,0.00000000,1.00000000,0.14138688,1.00000000,7738,0.912864,0.087136,65.07
295,50,0.600,1.6,2.50,20,87,50,800,0.00000000,1.00000000,0.30944685,1.00000000,3236,0.963560,0.036440,72.42
296,50,0.600,1.6,2.50,30,87,50,800,0.00000000,1.00000000,0.23715267,1.00000000,4948,0.944282,0.055718,65.15
297,50,0.600,1.6,2.50,50,87,50,800,0.00000000,1.00000000,0.29862791,1.00000000,7752,0.912707,0.087293,65.19
298,50,0.600,1.6,3.00,20,87,50,800,0.00000000,1.00000000,0.22926534,1.00000000,3224,0.963695,0.036305,65.95
299,50,0.600,1.6,3.00,30,87,50,800,0.00000000,1.00000000,0.29250128,1.00000000,4948,0.944282,0.055718,65.04
300,50,0.600,1.6,3.00,50,87,50,800,0.00000000,1.00000000,0.21110979,1.00000000,7730,0.912954,0.087046,65.07
301,50,0.600,1.6,4.00,20,87,50,800,0.00000000,1.00000000,0.31602413,1.00000000,3224,0.963695,0.036305,65.12
302,50,0.600,1.6,4.00,30,87,50,800,0.00000000,1.00000000,0.39662768,1.00000000,4946,0.944304,0.055696,65.07
303,50,0.600,1.6,4.00,50,87,50,800,0.00000000,1.00000000,0.27248411,1.00000000,7738,0.912864,0.087136,65.11
304,50,0.600,1.6,5.00,20,87,50,800,0.00000000,1.00000000,0.41956287,1.00000000,3234,0.963583,0.036417,65.68
305,50,0.600,1.6,5.00,30,87,50,800,0.00000000,1.00000000,0.30643284,1.00000000,4946,0.944304,0.055696,65.07
306,50,0.600,1.6,5.00,50,87,50,800,0.00000000,1.00000000,0.29697798,1.00000000,7726,0.912999,0.087001,65.05
307,50,0.600,2.0,1.50,20,87,50,800,0.00000000,1.00000000,0.26029887,1.00000000,3226,0.963673,0.036327,65.02
308,50,0.600,2.0,1.50,30,87,50,800,0.00000000,1.00000000,0.30408765,1.00000000,4952,0.944237,0.055763,65.06
309,50,0.600,2.0,1.50,50,87,50,800,0.00000000,1.00000000,0.27987424,1.00000000,7728,0.912977,0.087023,65.08
310,50,0.600,2.0,2.00,20,87,50,800,0.00000000,1.00000000,0.36023236,1.00000000,3228,0.963650,0.036350,65.68
311,50,0.600,2.0,2.00,30,87,50,800,0.00000000,1.00000000,0.28399396,1.00000000,4954,0.944214,0.055786,65.02
312,50,0.600,2.0,2.00,50,87,50,800,0.00000000,1.00000000,0.22882003,1.00000000,7728,0.912977,0.087023,65.74
313,50,0.600,2.0,2.50,20,87,50,800,0.00000000,1.00000000,0.26959443,1.00000000,3230,0.963628,0.036372,65.02
314,50,0.600,2.0,2.50,30,87,50,800,0.00000000,1.00000000,0.30199537,1.00000000,4950,0.944259,0.055741,65.11
315,50,0.600,2.0,2.50,50,87,50,800,0.00000000,1.00000000,0.22117493,1.00000000,7732,0.912932,0.087068,65.02
316,50,0.600,2.0,3.00,20,87,50,800,0.00000000,1.00000000,0.28349053,1.00000000,3226,0.963673,0.036327,66.37
317,50,0.600,2.0,3.00,30,87,50,800,0.00000000,1.00000000,0.25365468,1.00000000,4950,0.944259,0.055741,65.13
318,50,0.600,2.0,3.00,50,87,50,800,0.00000000,1.00000000,0.31297482,1.00000000,7738,0.912864,0.087136,65.02
319,50,0.600,2.0,4.00,20,87,50,800,0.00000000,1.00000000,0.24429625,1.00000000,3234,0.963583,0.036417,65.65
320,50,0.600,2.0,4.00,30,87,50,800,0.00000000,1.00000000,0.25347109,1.00000000,4954,0.944214,0.055786,64.99
321,50,0.600,2.0,4.00,50,87,50,800,0.00000000,1.00000000,0.31215915,1.00000000,7738,0.912864,0.087136,65.00
322,50,0.600,2.0,5.00,20,87,50,800,0.00000000,1.00000000,0.33977810,1.00000000,3230,0.963628,0.036372,65.66
323,50,0.600,2.0,5.00,30,87,50,800,0.00000000,1.00000000,0.26843223,1.00000000,4946,0.944304,0.055696,65.06
324,50,0.600,2.0,5.00,50,87,50,800,0.00000000,1.00000000,0.20534603,1.00000000,7742,0.912819,0.087181,64.97
325,50,0.600,2.5,1.50,20,87,50,800,0.00000000,1.00000000,0.31035822,1.00000000,3230,0.963628,0.036372,64.98
326,50,0.600,2.5,1.50,30,87,50,800,0.00000000,1.00000000,0.24932393,1.00000000,4946,0.944304,0.055696,65.00
327,50,0.600,2.5,1.50,50,87,50,800,0.00000000,1.00000000,0.27352596,1.00000000,7740,0.912842,0.087158,65.07
328,50,0.600,2.5,2.00,20,87,50,800,0.00000000,1.00000000,0.33187737,1.00000000,3232,0.963605,0.036395,65.04
329,50,0.600,2.5,2.00,30,87,50,800,0.00000000,1.00000000,0.26686730,1.00000000,4950,0.944259,0.055741,65.12
330,50,0.600,2.5,2.00,50,87,50,800,0.00000000,1.00000000,0.18644502,1.00000000,7744,0.912797,0.087203,65.13
331,50,0.600,2.5,2.50,20,87,50,800,0.00000000,1.00000000,0.31061084,1.00000000,3222,0.963718,0.036282,65.80
332,50,0.600,2.5,2.50,30,87,50,800,0.00000000,1.00000000,0.27408694,1.00000000,4946,0.944304,0.055696,65.71
333,50,0.600,2.5,2.50,50,87,50,800,0.00000000,1.00000000,0.23606048,1.00000000,7722,0.913044,0.086956,64.99
334,50,0.600,2.5,3.00,20,87,50,800,0.00000000,1.00000000,0.31972826,1.00000000,3232,0.963605,0.036395,66.49
335,50,0.600,2.5,3.00,30,87,50,800,0.00000000,1.00000000,0.22089785,1.00000000,4946,0.944304,0.055696,65.08
336,50,0.600,2.5,3.00,50,87,50,800,0.00000000,1.00000000,0.19792930,1.00000000,7736,0.912887,0.087113,65.00
337,50,0.600,2.5,4.00,20,87,50,800,0.00000000,1.00000000,0.26786249,1.00000000,3226,0.963673,0.036327,64.94
338,50,0.600,2.5,4.00,30,87,50,800,0.00000000,1.00000000,0.22387315,1.00000000,4944,0.944327,0.055673,65.25
339,50,0.600,2.5,4.00,50,87,50,800,0.00000000,1.00000000,0.24450384,1.00000000,7730,0.912954,0.087046,65.02
340,50,0.600,2.5,5.00,20,87,50,800,0.00000000,1.00000000,0.29738538,1.00000000,3228,0.963650,0.036350,64.99
341,50,0.600,2.5,5.00,30,87,50,800,0.00000000,1.00000000,0.25991878,1.00000000,4944,0.944327,0.055673,65.12
342,50,0.600,2.5,5.00,50,87,50,800,0.00000000,1.00000000,0.29627204,1.00000000,7750,0.912729,0.087271,65.02
343,50,0.600,3.0,1.50,20,87,32,800,0.00000000,1.00000000,0.31986152,1.00000000,3234,0.963583,0.036417,64.93
344,50,0.600,3.0,1.50,30,87,50,800,0.00000000,1.00000000,0.29480296,1.00000000,4942,0.944349,0.055651,65.09
345,50,0.600,3.0,1.50,50,87,49,800,0.00000000,1.00000000,0.25803238,1.00000000,7732,0.912932,0.087068,65.70
346,50,0.600,3.0,2.00,20,87,49,800,0.00000000,1.00000000,0.26915164,1.00000000,3232,0.963605,0.036395,64.98
347,50,0.600,3.0,2.00,30,87,11,800,0.00000000,1.00000000,0.18798276,1.00000000,4944,0.944327,0.055673,65.72
348,50,0.600,3.0,2.00,50,87,44,800,0.00000000,1.00000000,0.22921359,1.00000000,7736,0.912887,0.087113,65.10
349,50,0.600,3.0,2.50,20,87,18,800,0.00000000,1.00000000,0.28648748,1.00000000,3224,0.963695,0.036305,65.54
350,50,0.600,3.0,2.50,30,87,18,800,0.00000000,1.00000000,0.24437338,1.00000000,4954,0.944214,0.055786,65.56
351,50,0.600,3.0,2.50,50,87,32,800,0.00000000,1.00000000,0.30619115,1.00000000,7734,0.912909,0.087091,65.04
352,50,0.600,3.0,3.00,20,87,32,800,0.00000000,1.00000000,0.37247690,1.00000000,3228,0.963650,0.036350,64.92
353,50,0.600,3.0,3.00,30,87,46,800,0.00000000,1.00000000,0.26278495,1.00000000,4946,0.944304,0.055696,65.66
354,50,0.600,3.0,3.00,50,87,31,800,0.00000000,1.00000000,0.31147670,1.00000000,7720,0.913067,0.086933,64.95
355,50,0.600,3.0,4.00,20,87,50,800,0.00000000,1.00000000,0.28007407,1.00000000,3232,0.963605,0.036395,64.97
356,50,0.600,3.0,4.00,30,87,39,800,0.00000000,1.00000000,0.27510896,1.00000000,4950,0.944259,0.055741,65.65
357,50,0.600,3.0,4.00,50,87,41,800,0.00000000,1.00000000,0.31460728,1.00000000,7724,0.913022,0.086978,65.03
358,50,0.600,3.0,5.00,20,87,35,800,0.00000000,1.00000000,0.34084530,1.00000000,3226,0.963673,0.036327,65.67
359,50,0.600,3.0,5.00,30,87,30,800,0.00000000,1.00000000,0.29947074,1.00000000,4950,0.944259,0.055741,65.61
360,50,0.600,3.0,5.00,50,87,22,800,0.00000000,1.00000000,0.22574074,1.00000000,7740,0.912842,0.087158,65.09
361,50,0.700,1.6,1.50,20,64,50,800,0.00000000,1.00000000,0.38899054,1.00000000,2376,0.950909,0.049091,52.09
362,50,0.700,1.6,1.50,30,64,50,800,0.00000000,1.00000000,0.26342420,1.00000000,3620,0.925207,0.074793,48.89
363,50,0.700,1.6,1.50,50,64,50,800,0.00000000,1.00000000,0.28636099,1.00000000,5632,0.883636,0.116364,48.92
364,50,0.700,1.6,2.00,20,64,50,800,0.00000000,1.00000000,0.25579011,1.00000000,2378,0.950868,0.049132,48.91
365,50,0.700,1.6,2.00,30,64,50,800,0.00000000,1.00000000,0.34029824,1.00000000,3624,0.925124,0.074876,48.91
366,50,0.700,1.6,2.00,50,64,50,800,0.00000000,1.00000000,0.23686463,1.00000000,5636,0.883554,0.116446,48.91
367,50,0.700,1.6,2.50,20,64,50,800,0.00000000,1.00000000,0.29342439,1.00000000,2372,0.950992,0.049008,48.94
368,50,0.700,1.6,2.50,30,64,50,800,0.00000000,1.00000000,0.19126685,1.00000000,3628,0.925041,0.074959,48.87
369,50,0.700,1.6,2.50,50,64,50,800,0.00000000,1.00000000,0.24998638,1.00000000,5640,0.883471,0.116529,49.00
370,50,0.700,1.6,3.00,20,64,50,800,0.00000000,1.00000000,0.37048994,1.00000000,2372,0.950992,0.049008,48.94
371,50,0.700,1.6,3.00,30,64,50,800,0.00000000,1.00000000,0.24335815,1.00000000,3624,0.925124,0.074876,51.60
372,50,0.700,1.6,3.00,50,64,50,800,0.00000000,1.00000000,0.28790519,1.00000000,5630,0.883678,0.116322,48.90
373,50,0.700,1.6,4.00,20,64,50,800,0.00000000,1.00000000,0.34753979,1.00000000,2376,0.950909,0.049091,48.85
374,50,0.700,1.6,4.00,30,64,50,800,0.00000000,1.00000000,0.29975852,1.00000000,3626,0.925083,0.074917,49.39
375,50,0.700,1.6,4.00,50,64,50,800,0.00000000,1.00000000,0.31791069,1.00000000,5614,0.884008,0.115992,48.91
376,50,0.700,1.6,5.00,20,64,50,800,0.00000000,1.00000000,0.27786440,1.00000000,2374,0.950950,0.049050,48.91
377,50,0.700,1.6,5.00,30,64,50,800,0.00000000,1.00000000,0.22167700,1.00000000,3624,0.925124,0.074876,49.08
378,50,0.700,1.6,5.00,50,64,50,800,0.00000000,1.00000000,0.22983663,1.00000000,5624,0.883802,0.116198,48.91
379,50,0.700,2.0,1.50,20,64,50,800,0.00000000,1.00000000,0.35694578,1.00000000,2376,0.950909,0.049091,48.84
380,50,0.700,2.0,1.50,30,64,50,800,0.00000000,1.00000000,0.26795100,1.00000000,3616,0.925289,0.074711,48.91
381,50,0.700,2.0,1.50,50,64,50,800,0.00000000,1.00000000,0.27091081,1.00000000,5638,0.883512,0.116488,49.46
382,50,0.700,2.0,2.00,20,64,50,800,0.00000000,1.00000000,0.30188213,1.00000000,2376,0.950909,0.049091,48.90
383,50,0.700,2.0,2.00,30,64,50,800,0.00000000,1.00000000,0.18022250,1.00000000,3628,0.925041,0.074959,49.88
384,50,0.700,2.0,2.00,50,64,50,800,0.00000000,1.00000000,0.26362647,1.00000000,5622,0.883843,0.116157,51.61
385,50,0.700,2.0,2.50,20,64,50,800,0.00000000,1.00000000,0.31422668,1.00000000,2374,0.950950,0.049050,48.89
386,50,0.700,2.0,2.50,30,64,50,800,0.00000000,1.00000000,0.26571990,1.00000000,3622,0.925165,0.074835,50.04
387,50,0.700,2.0,2.50,50,64,50,800,0.00000000,1.00000000,0.20986600,1.00000000,5628,0.883719,0.116281,48.94
388,50,0.700,2.0,3.00,20,64,50,800,0.00000000,1.00000000,0.31689597,1.00000000,2376,0.950909,0.049091,48.79
389,50,0.700,2.0,3.00,30,64,50,800,0.00000000,1.00000000,0.22408615,1.00000000,3626,0.925083,0.074917,49.59
390,50,0.700,2.0,3.00,50,64,50,800,0.00000000,1.00000000,0.27804972,1.00000000,5630,0.883678,0.116322,48.84
391,50,0.700,2.0,4.00,20,64,50,800,0.00000000,1.00000000,0.25450878,1.00000000,2378,0.950868,0.049132,48.87
392,50,0.700,2.0,4.00,30,64,50,800,0.00000000,1.00000000,0.26969561,1.00000000,3624,0.925124,0.074876,49.39
393,50,0.700,2.0,4.00,50,64,50,800,0.00000000,1.00000000,0.20431124,1.00000000,5630,0.883678,0.116322,49.08
394,50,0.700,2.0,5.00,20,64,50,800,0.00000000,1.00000000,0.32801916,1.00000000,2376,0.950909,0.049091,48.81
395,50,0.700,2.0,5.00,30,64,50,800,0.00000000,1.00000000,0.28649069,1.00000000,3618,0.925248,0.074752,48.94
396,50,0.700,2.0,5.00,50,64,50,800,0.00000000,1.00000000,0.29934138,1.00000000,5620,0.883884,0.116116,48.92
397,50,0.700,2.5,1.50,20,64,50,800,0.00000000,1.00000000,0.30252480,1.00000000,2374,0.950950,0.049050,49.51
398,50,0.700,2.5,1.50,30,64,50,800,0.00000000,1.00000000,0.24264331,1.00000000,3612,0.925372,0.074628,48.93
399,50,0.700,2.5,1.50,50,64,50,800,0.00000000,1.00000000,0.32085250,1.00000000,5624,0.883802,0.116198,49.46
400,50,0.700,2.5,2.00,20,64,50,800,0.00000000,1.00000000,0.29321935,1.00000000,2372,0.950992,0.049008,48.85
401,50,0.700,2.5,2.00,30,64,50,800,0.00000000,1.00000000,0.23193150,1.00000000,3622,0.925165,0.074835,48.86
402,50,0.700,2.5,2.00,50,64,50,800,0.00000000,1.00000000,0.26590583,1.00000000,5634,0.883595,0.116405,49.51
403,50,0.700,2.5,2.50,20,64,50,800,0.00000000,1.00000000,0.23990158,1.00000000,2372,0.950992,0.049008,51.73
404,50,0.700,2.5,2.50,30,64,50,800,0.00000000,1.00000000,0.22542706,1.00000000,3622,0.925165,0.074835,48.91
405,50,0.700,2.5,2.50,50,64,50,800,0.00000000,1.00000000,0.36425977,1.00000000,5616,0.883967,0.116033,49.37
406,50,0.700,2.5,3.00,20,64,50,800,0.00000000,1.00000000,0.33012472,1.00000000,2376,0.950909,0.049091,48.95
407,50,0.700,2.5,3.00,30,64,50,800,0.00000000,1.00000000,0.23093057,1.00000000,3622,0.925165,0.074835,49.47
408,50,0.700,2.5,3.00,50,64,50,800,0.00000000,1.00000000,0.24026282,1.00000000,5628,0.883719,0.116281,49.01
409,50,0.700,2.5,4.00,20,64,50,800,0.00000000,1.00000000,0.27744623,1.00000000,2376,0.950909,0.049091,49.00
410,50,0.700,2.5,4.00,30,64,50,800,0.00000000,1.00000000,0.20712624,1.00000000,3620,0.925207,0.074793,51.75
411,50,0.700,2.5,4.00,50,64,50,800,0.00000000,1.00000000,0.21872128,1.00000000,5636,0.883554,0.116446,49.49
412,50,0.700,2.5,5.00,20,64,50,800,0.00000000,1.00000000,0.27896199,1.00000000,2374,0.950950,0.049050,49.02
413,50,0.700,2.5,5.00,30,64,50,800,0.00000000,1.00000000,0.17391250,1.00000000,3626,0.925083,0.074917,49.00
414,50,0.700,2.5,5.00,50,64,50,800,0.00000000,1.00000000,0.18872042,1.00000000,5628,0.883719,0.116281,49.15
415,50,0.700,3.0,1.50,20,64,27,800,0.00000000,1.00000000,0.27253452,1.00000000,2372,0.950992,0.049008,48.89
416,50,0.700,3.0,1.50,30,64,23,800,0.00000000,1.00000000,0.24167147,1.00000000,3580,0.926033,0.073967,49.15
417,50,0.700,3.0,1.50,50,64,14,800,0.00000000,1.00000000,0.19598690,1.00000000,5402,0.888388,0.111612,49.09
