experiment,k,jl_eps,cluster_radius,lambda_eps,lambda_k,jl_dim,actual_clusters,items_assigned,lambda_min,lambda_max,lambda_mean,lambda_spread,graph_nnz,graph_sparsity,graph_density,build_time_s
418,50,0.700,3.0,2.00,20,64,29,800,0.00000000,1.00000000,0.20648392,1.00000000,2374,0.950950,0.049050,48.91
419,50,0.700,3.0,2.00,30,64,38,800,0.00000000,1.00000000,0.31122620,1.00000000,3624,0.925124,0.074876,51.69
420,50,0.700,3.0,2.00,50,64,22,800,0.00000000,1.00000000,0.30932282,1.00000000,5630,0.883678,0.116322,48.90
421,50,0.700,3.0,2.50,20,64,26,800,0.00000000,1.00000000,0.28816565,1.00000000,2374,0.950950,0.049050,48.85
422,50,0.700,3.0,2.50,30,64,32,800,0.00000000,1.00000000,0.34523123,1.00000000,3624,0.925124,0.074876,48.85
423,50,0.700,3.0,2.50,50,64,50,800,0.00000000,1.00000000,0.19636370,1.00000000,5620,0.883884,0.116116,48.96
424,50,0.700,3.0,3.00,20,64,31,800,0.00000000,1.00000000,0.35150419,1.00000000,2374,0.950950,0.049050,51.45
425,50,0.700,3.0,3.00,30,64,19,800,0.00000000,1.00000000,0.23050785,1.00000000,3622,0.925165,0.074835,51.68
426,50,0.700,3.0,3.00,50,64,8,800,0.00000000,1.00000000,0.25628712,1.00000000,5632,0.883636,0.116364,48.89
427,50,0.700,3.0,4.00,20,64,43,800,0.00000000,1.00000000,0.30218116,1.00000000,2378,0.950868,0.049132,48.86
428,50,0.700,3.0,4.00,30,64,20,800,0.00000000,1.00000000,0.34207645,1.00000000,3624,0.925124,0.074876,51.66
429,50,0.700,3.0,4.00,50,64,32,800,0.00000000,1.00000000,0.29229168,1.00000000,5624,0.883802,0.116198,48.90
430,50,0.700,3.0,5.00,20,64,16,800,0.00000000,1.00000000,0.37829899,1.00000000,2374,0.950950,0.049050,48.78
431,50,0.700,3.0,5.00,30,64,35,800,0.00000000,1.00000000,0.28579771,1.00000000,3624,0.925124,0.074876,48.96
432,50,0.700,3.0,5.00,50,64,37,800,0.00000000,1.00000000,0.23448548,1.00000000,5628,0.883719,0.116281,49.53
433,100,0.500,1.6,1.50,20,148,100,800,0.00000000,1.00000000,0.42729716,1.00000000,4652,0.974605,0.025395,92.11
434,100,0.500,1.6,1.50,30,148,100,800,0.00000000,1.00000000,0.37658670,1.00000000,7160,0.960914,0.039086,92.34
435,100,0.500,1.6,1.50,50,148,100,800,0.00000000,1.00000000,0.23307046,1.00000000,11244,0.938619,0.061381,93.26
436,100,0.500,1.6,2.00,20,148,100,800,0.00000000,1.00000000,0.30670350,1.00000000,4658,0.974572,0.025428,92.14
437,100,0.500,1.6,2.00,30,148,100,800,0.00000000,1.00000000,0.28584399,1.00000000,7156,0.960935,0.039065,93.62
438,100,0.500,1.6,2.00,50,148,100,800,0.00000000,1.00000000,0.36429522,1.00000000,11238,0.938652,0.061348,97.75
439,100,0.500,1.6,2.50,20,148,100,800,0.00000000,1.00000000,0.31286328,1.00000000,4660,0.974561,0.025439,92.11
440,100,0.500,1.6,2.50,30,148,100,800,0.00000000,1.00000000,0.22317182,1.00000000,7160,0.960914,0.039086,92.25
441,100,0.500,1.6,2.50,50,148,100,800,0.00000000,1.00000000,0.35158834,1.00000000,11236,0.938663,0.061337,93.13
442,100,0.500,1.6,3.00,20,148,100,800,0.00000000,1.00000000,0.29001866,1.00000000,4666,0.974528,0.025472,92.27
443,100,0.500,1.6,3.00,30,148,100,800,0.00000000,1.00000000,0.39634329,1.00000000,7160,0.960914,0.039086,92.39
444,100,0.500,1.6,3.00,50,148,100,800,0.00000000,1.00000000,0.28824052,1.00000000,11244,0.938619,0.061381,93.51
445,100,0.500,1.6,4.00,20,148,100,800,0.00000000,1.00000000,0.26595907,1.00000000,4654,0.974594,0.025406,92.40
446,100,0.500,1.6,4.00,30,148,100,800,0.00000000,1.00000000,0.24620688,1.00000000,7162,0.960903,0.039097,93.32
447,100,0.500,1.6,4.00,50,148,100,800,0.00000000,1.00000000,0.34974704,1.00000000,11248,0.938597,0.061403,92.53
448,100,0.500,1.6,5.00,20,148,100,800,0.00000000,1.00000000,0.26317228,1.00000000,4660,0.974561,0.025439,92.25
449,100,0.500,1.6,5.00,30,148,100,800,0.00000000,1.00000000,0.25901685,1.00000000,7154,0.960946,0.039054,92.52
450,100,0.500,1.6,5.00,50,148,100,800,0.00000000,1.00000000,0.31525240,1.00000000,11250,0.938586,0.061414,92.61
451,100,0.500,2.0,1.50,20,148,100,800,0.00000000,1.00000000,0.32808752,1.00000000,4656,0.974583,0.025417,92.31
452,100,0.500,2.0,1.50,30,148,100,800,0.00000000,1.00000000,0.25567919,1.00000000,7162,0.960903,0.039097,92.47
453,100,0.500,2.0,1.50,50,148,100,800,0.00000000,1.00000000,0.23351705,1.00000000,11240,0.938641,0.061359,92.50
454,100,0.500,2.0,2.00,20,148,100,800,0.00000000,1.00000000,0.23391631,1.00000000,4658,0.974572,0.025428,92.18
455,100,0.500,2.0,2.00,30,148,100,800,0.00000000,1.00000000,0.27356130,1.00000000,7158,0.960925,0.039075,92.20
456,100,0.500,2.0,2.00,50,148,100,800,0.00000000,1.00000000,0.31758406,1.00000000,11242,0.938630,0.061370,92.45
457,100,0.500,2.0,2.50,20,148,100,800,0.00000000,1.00000000,0.31337928,1.00000000,4658,0.974572,0.025428,93.32
458,100,0.500,2.0,2.50,30,148,100,800,0.00000000,1.00000000,0.28483284,1.00000000,7156,0.960935,0.039065,92.33
459,100,0.500,2.0,2.50,50,148,100,800,0.00000000,1.00000000,0.32683942,1.00000000,11248,0.938597,0.061403,92.38
460,100,0.500,2.0,3.00,20,148,100,800,0.00000000,1.00000000,0.27351827,1.00000000,4658,0.974572,0.025428,97.88
461,100,0.500,2.0,3.00,30,148,100,800,0.00000000,1.00000000,0.30280538,1.00000000,7166,0.960881,0.039119,92.36
462,100,0.500,2.0,3.00,50,148,100,800,0.00000000,1.00000000,0.26333815,1.00000000,11236,0.938663,0.061337,92.47
463,100,0.500,2.0,4.00,20,148,100,800,0.00000000,1.00000000,0.29766899,1.00000000,4660,0.974561,0.025439,92.13
464,100,0.500,2.0,4.00,30,148,100,800,0.00000000,1.00000000,0.32984424,1.00000000,7154,0.960946,0.039054,97.49
465,100,0.500,2.0,4.00,50,148,100,800,0.00000000,1.00000000,0.26959564,1.00000000,11244,0.938619,0.061381,92.17
466,100,0.500,2.0,5.00,20,148,100,800,0.00000000,1.00000000,0.31498463,1.00000000,4656,0.974583,0.025417,92.20
467,100,0.500,2.0,5.00,30,148,100,800,0.00000000,1.00000000,0.29405428,1.00000000,7154,0.960946,0.039054,92.14
468,100,0.500,2.0,5.00,50,148,100,800,0.00000000,1.00000000,0.23946182,1.00000000,11232,0.938685,0.061315,92.32
469,100,0.500,2.5,1.50,20,148,100,800,0.00000000,1.00000000,0.27388063,1.00000000,4658,0.974572,0.025428,92.21
470,100,0.500,2.5,1.50,30,148,100,800,0.00000000,1.00000000,0.30960017,1.00000000,7160,0.960914,0.039086,92.67
471,100,0.500,2.5,1.50,50,148,100,800,0.00000000,1.00000000,0.27282636,1.00000000,11244,0.938619,0.061381,97.64
472,100,0.500,2.5,2.00,20,148,100,800,0.00000000,1.00000000,0.25341100,1.00000000,4658,0.974572,0.025428,93.26
473,100,0.500,2.5,2.00,30,148,100,800,0.00000000,1.00000000,0.34104007,1.00000000,7164,0.960892,0.039108,93.23
474,100,0.500,2.5,2.00,50,148,100,800,0.00000000,1.00000000,0.29494498,1.00000000,11246,0.938608,0.061392,92.29
475,100,0.500,2.5,2.50,20,148,100,800,0.00000000,1.00000000,0.29791177,1.00000000,4664,0.974539,0.025461,92.26
476,100,0.500,2.5,2.50,30,148,100,800,0.00000000,1.00000000,0.34281559,1.00000000,7162,0.960903,0.039097,92.35
477,100,0.500,2.5,2.50,50,148,100,800,0.00000000,1.00000000,0.27263702,1.00000000,11236,0.938663,0.061337,92.36
478,100,0.500,2.5,3.00,20,148,100,800,0.00000000,1.00000000,0.30962573,1.00000000,4658,0.974572,0.025428,92.25
479,100,0.500,2.5,3.00,30,148,100,800,0.00000000,1.00000000,0.31682952,1.00000000,7160,0.960914,0.039086,92.44
480,100,0.500,2.5,3.00,50,148,100,800,0.00000000,1.00000000,0.22676698,1.00000000,11244,0.938619,0.061381,92.47
481,100,0.500,2.5,4.00,20,148,100,800,0.00000000,1.00000000,0.33090239,1.00000000,4664,0.974539,0.025461,92.23
482,100,0.500,2.5,4.00,30,148,100,800,0.00000000,1.00000000,0.28289113,1.00000000,7156,0.960935,0.039065,92.49
483,100,0.500,2.5,4.00,50,148,100,800,0.00000000,1.00000000,0.23872583,1.00000000,11240,0.938641,0.061359,97.58
484,100,0.500,2.5,5.00,20,148,100,800,0.00000000,1.00000000,0.23290493,1.00000000,4662,0.974550,0.025450,92.16
485,100,0.500,2.5,5.00,30,148,100,800,0.00000000,1.00000000,0.25431242,1.00000000,7162,0.960903,0.039097,92.43
486,100,0.500,2.5,5.00,50,148,100,800,0.00000000,1.00000000,0.22044819,1.00000000,11248,0.938597,0.061403,93.42
487,100,0.500,3.0,1.50,20,148,15,800,0.00000000,1.00000000,0.29858032,1.00000000,4612,0.974823,0.025177,91.90
488,100,0.500,3.0,1.50,30,148,100,800,0.00000000,1.00000000,0.30191205,1.00000000,7168,0.960870,0.039130,93.52
489,100,0.500,3.0,1.50,50,148,100,800,0.00000000,1.00000000,0.35478390,1.00000000,11240,0.938641,0.061359,92.29
490,100,0.500,3.0,2.00,20,148,100,800,0.00000000,1.00000000,0.27091567,1.00000000,4654,0.974594,0.025406,92.19
491,100,0.500,3.0,2.00,30,148,100,800,0.00000000,1.00000000,0.24977454,1.00000000,7154,0.960946,0.039054,92.32
492,100,0.500,3.0,2.00,50,148,8,800,0.00000000,1.00000000,0.15992856,1.00000000,11244,0.938619,0.061381,92.90
493,100,0.500,3.0,2.50,20,148,81,800,0.00000000,1.00000000,0.22676093,1.00000000,4660,0.974561,0.025439,92.22
494,100,0.500,3.0,2.50,30,148,100,800,0.00000000,1.00000000,0.33097926,1.00000000,7154,0.960946,0.039054,92.25
495,100,0.500,3.0,2.50,50,148,100,800,0.00000000,1.00000000,0.25249776,1.00000000,11238,0.938652,0.061348,93.34
496,100,0.500,3.0,3.00,20,148,100,800,0.00000000,1.00000000,0.22562996,1.00000000,4656,0.974583,0.025417,92.23
497,100,0.500,3.0,3.00,30,148,62,800,0.00000000,1.00000000,0.24682490,1.00000000,7156,0.960935,0.039065,92.28
498,100,0.500,3.0,3.00,50,148,100,800,0.00000000,1.00000000,0.23923305,1.00000000,11242,0.938630,0.061370,92.26
499,100,0.500,3.0,4.00,20,148,63,800,0.00000000,1.00000000,0.35176814,1.00000000,4656,0.974583,0.025417,93.60
500,100,0.500,3.0,4.00,30,148,100,800,0.00000000,1.00000000,0.24518361,1.00000000,7154,0.960946,0.039054,92.35
501,100,0.500,3.0,4.00,50,148,100,800,0.00000000,1.00000000,0.18622468,1.00000000,11246,0.938608,0.061392,92.44
502,100,0.500,3.0,5.00,20,148,51,800,0.00000000,1.00000000,0.28428383,1.00000000,4658,0.974572,0.025428,92.20
503,100,0.500,3.0,5.00,30,148,100,800,0.00000000,1.00000000,0.28929876,1.00000000,7164,0.960892,0.039108,92.35
504,100,0.500,3.0,5.00,50,148,100,800,0.00000000,1.00000000,0.21958530,1.00000000,11244,0.938619,0.061381,93.24
505,100,0.600,1.6,1.50,20,103,100,800,0.00000000,1.00000000,0.29208330,1.00000000,3228,0.963650,0.036350,65.22
506,100,0.600,1.6,1.50,30,103,100,800,0.00000000,1.00000000,0.23424496,1.00000000,4950,0.944259,0.055741,65.33
507,100,0.600,1.6,1.50,50,103,100,800,0.00000000,1.00000000,0.28106979,1.00000000,7734,0.912909,0.087091,65.17
508,100,0.600,1.6,2.00,20,103,100,800,0.00000000,1.00000000,0.25068275,1.00000000,3226,0.963673,0.036327,65.16
509,100,0.600,1.6,2.00,30,103,100,800,0.00000000,1.00000000,0.23688457,1.00000000,4948,0.944282,0.055718,65.18
510,100,0.600,1.6,2.00,50,103,100,800,0.00000000,1.00000000,0.29645921,1.00000000,7732,0.912932,0.087068,65.17
511,100,0.600,1.6,2.50,20,103,100,800,0.00000000,1.00000000,0.23631853,1.00000000,3226,0.963673,0.036327,65.11
512,100,0.600,1.6,2.50,30,103,100,800,0.00000000,1.00000000,0.30920793,1.00000000,4954,0.944214,0.055786,65.22
513,100,0.600,1.6,2.50,50,103,100,800,0.00000000,1.00000000,0.25542424,1.00000000,7736,0.912887,0.087113,65.14
514,100,0.600,1.6,3.00,20,103,100,800,0.00000000,1.00000000,0.37107111,1.00000000,3232,0.963605,0.036395,65.09
515,100,0.600,1.6,3.00,30,103,100,800,0.00000000,1.00000000,0.28208148,1.00000000,4948,0.944282,0.055718,68.78
516,100,0.600,1.6,3.00,50,103,100,800,0.00000000,1.00000000,0.25438798,1.00000000,7726,0.912999,0.087001,65.07
517,100,0.600,1.6,4.00,20,103,100,800,0.00000000,1.00000000,0.33216136,1.00000000,3230,0.963628,0.036372,65.20
518,100,0.600,1.6,4.00,30,103,100,800,0.00000000,1.00000000,0.35479465,1.00000000,4944,0.944327,0.055673,65.13
519,100,0.600,1.6,4.00,50,103,100,800,0.00000000,1.00000000,0.30211858,1.00000000,7732,0.912932,0.087068,65.96
520,100,0.600,1.6,5.00,20,103,100,800,0.00000000,1.00000000,0.36352121,1.00000000,3226,0.963673,0.036327,65.11
521,100,0.600,1.6,5.00,30,103,100,800,0.00000000,1.00000000,0.34788205,1.00000000,4946,0.944304,0.055696,65.19
522,100,0.600,1.6,5.00,50,103,100,800,0.00000000,1.00000000,0.29810671,1.00000000,7738,0.912864,0.087136,65.19
523,100,0.600,2.0,1.50,20,103,100,800,0.00000000,1.00000000,0.35644154,1.00000000,3232,0.963605,0.036395,65.82
524,100,0.600,2.0,1.50,30,103,100,800,0.00000000,1.00000000,0.24194469,1.00000000,4950,0.944259,0.055741,66.69
525,100,0.600,2.0,1.50,50,103,100,800,0.00000000,1.00000000,0.26328333,1.00000000,7736,0.912887,0.087113,65.19
526,100,0.600,2.0,2.00,20,103,100,800,0.00000000,1.00000000,0.42846772,1.00000000,3234,0.963583,0.036417,65.12
527,100,0.600,2.0,2.00,30,103,100,800,0.00000000,1.00000000,0.20876829,1.00000000,4944,0.944327,0.055673,65.13
528,100,0.600,2.0,2.00,50,103,100,800,0.00000000,1.00000000,0.34777924,1.00000000,7724,0.913022,0.086978,65.13
529,100,0.600,2.0,2.50,20,103,100,800,0.00000000,1.00000000,0.35693310,1.00000000,3226,0.963673,0.036327,68.91
530,100,0.600,2.0,2.50,30,103,100,800,0.00000000,1.00000000,0.26467261,1.00000000,4944,0.944327,0.055673,68.79
531,100,0.600,2.0,2.50,50,103,100,800,0.00000000,1.00000000,0.23455580,1.00000000,7734,0.912909,0.087091,65.85
532,100,0.600,2.0,3.00,20,103,100,800,0.00000000,1.00000000,0.26184980,1.00000000,3234,0.963583,0.036417,65.91
533,100,0.600,2.0,3.00,30,103,100,800,0.00000000,1.00000000,0.28859630,1.00000000,4950,0.944259,0.055741,65.81
534,100,0.600,2.0,3.00,50,103,100,800,0.00000000,1.00000000,0.26939947,1.00000000,7724,0.913022,0.086978,65.09
535,100,0.600,2.0,4.00,20,103,100,800,0.00000000,1.00000000,0.30213948,1.00000000,3230,0.963628,0.036372,69.10
536,100,0.600,2.0,4.00,30,103,100,800,0.00000000,1.00000000,0.30383839,1.00000000,4950,0.944259,0.055741,65.17
537,100,0.600,2.0,4.00,50,103,100,800,0.00000000,1.00000000,0.29533489,1.00000000,7738,0.912864,0.087136,65.21
538,100,0.600,2.0,5.00,20,103,100,800,0.00000000,1.00000000,0.36063264,1.00000000,3228,0.963650,0.036350,65.86
539,100,0.600,2.0,5.00,30,103,100,800,0.00000000,1.00000000,0.24891455,1.00000000,4950,0.944259,0.055741,65.17
540,100,0.600,2.0,5.00,50,103,100,800,0.00000000,1.00000000,0.24322239,1.00000000,7730,0.912954,0.087046,65.24
541,100,0.600,2.5,1.50,20,103,100,800,0.00000000,1.00000000,0.34795642,1.00000000,3232,0.963605,0.036395,65.22
542,100,0.600,2.5,1.50,30,103,100,800,0.00000000,1.00000000,0.26298926,1.00000000,4948,0.944282,0.055718,65.18
543,100,0.600,2.5,1.50,50,103,100,800,0.00000000,1.00000000,0.23427527,1.00000000,7738,0.912864,0.087136,65.15
544,100,0.600,2.5,2.00,20,103,100,800,0.00000000,1.00000000,0.33327509,1.00000000,3230,0.963628,0.036372,65.09
545,100,0.600,2.5,2.00,30,103,100,800,0.00000000,1.00000000,0.18341704,1.00000000,4950,0.944259,0.055741,65.23
546,100,0.600,2.5,2.00,50,103,100,800,0.00000000,1.00000000,0.26786728,1.00000000,7736,0.912887,0.087113,65.23
547,100,0.600,2.5,2.50,20,103,100,800,0.00000000,1.00000000,0.27276980,1.00000000,3226,0.963673,0.036327,65.10
548,100,0.600,2.5,2.50,30,103,100,800,0.00000000,1.00000000,0.29076591,1.00000000,4944,0.944327,0.055673,65.83
549,100,0.600,2.5,2.50,50,103,100,800,0.00000000,1.00000000,0.26864982,1.00000000,7732,0.912932,0.087068,66.06
550,100,0.600,2.5,3.00,20,103,100,800,0.00000000,1.00000000,0.23959149,1.00000000,3228,0.963650,0.036350,66.52
551,100,0.600,2.5,3.00,30,103,100,800,0.00000000,1.00000000,0.26034940,1.00000000,4954,0.944214,0.055786,65.13
552,100,0.600,2.5,3.00,50,103,100,800,0.00000000,1.00000000,0.32771390,1.00000000,7744,0.912797,0.087203,65.20
553,100,0.600,2.5,4.00,20,103,100,800,0.00000000,1.00000000,0.22209559,1.00000000,3228,0.963650,0.036350,65.26
554,100,0.600,2.5,4.00,30,103,100,800,0.00000000,1.00000000,0.30202013,1.00000000,4956,0.944192,0.055808,65.19
555,100,0.600,2.5,4.00,50,103,100,800,0.00000000,1.00000000,0.24311400,1.00000000,7736,0.912887,0.087113,65.10
556,100,0.600,2.5,5.00,20,103,100,800,0.00000000,1.00000000,0.25061143,1.00000000,3226,0.963673,0.036327,65.74
557,100,0.600,2.5,5.00,30,103,100,800,0.00000000,1.00000000,0.32174352,1.00000000,4950,0.944259,0.055741,65.22
558,100,0.600,2.5,5.00,50,103,100,800,0.00000000,1.00000000,0.27728677,1.00000000,7732,0.912932,0.087068,65.14
559,100,0.600,3.0,1.50,20,103,100,800,0.00000000,1.00000000,0.24931714,1.00000000,3230,0.963628,0.036372,65.07
560,100,0.600,3.0,1.50,30,103,24,800,0.00000000,1.00000000,0.28807651,1.00000000,4912,0.944687,0.055313,65.02
561,100,0.600,3.0,1.50,50,103,77,800,0.00000000,1.00000000,0.23447649,1.00000000,7732,0.912932,0.087068,65.03
562,100,0.600,3.0,2.00,20,103,17,800,0.00000000,1.00000000,0.32038064,1.00000000,3224,0.963695,0.036305,65.67
563,100,0.600,3.0,2.00,30,103,51,800,0.00000000,1.00000000,0.29274857,1.00000000,4952,0.944237,0.055763,65.17
564,100,0.600,3.0,2.00,50,103,49,800,0.00000000,1.00000000,0.19095103,1.00000000,7736,0.912887,0.087113,64.97
565,100,0.600,3.0,2.50,20,103,37,800,0.00000000,1.00000000,0.28779706,1.00000000,3232,0.963605,0.036395,65.67
566,100,0.600,3.0,2.50,30,103,34,800,0.00000000,1.00000000,0.25810911,1.00000000,4946,0.944304,0.055696,68.58
567,100,0.600,3.0,2.50,50,103,20,800,0.00000000,1.00000000,0.27324719,1.00000000,7722,0.913044,0.086956,65.79
568,100,0.600,3.0,3.00,20,103,36,800,0.00000000,1.00000000,0.33852262,1.00000000,3228,0.963650,0.036350,64.94
569,100,0.600,3.0,3.00,30,103,40,800,0.00000000,1.00000000,0.25766950,1.00000000,4950,0.944259,0.055741,65.00
570,100,0.600,3.0,3.00,50,103,59,800,0.00000000,1.00000000,0.19114902,1.00000000,7732,0.912932,0.087068,65.09
571,100,0.600,3.0,4.00,20,103,90,800,0.00000000,1.00000000,0.38060318,1.00000000,3232,0.963605,0.036395,65.77
572,100,0.600,3.0,4.00,30,103,50,800,0.00000000,1.00000000,0.32010329,1.00000000,4954,0.944214,0.055786,65.04
573,100,0.600,3.0,4.00,50,103,29,800,0.00000000,1.00000000,0.19533953,1.00000000,7738,0.912864,0.087136,64.95
574,100,0.600,3.0,5.00,20,103,76,800,0.00000000,1.00000000,0.33309452,1.00000000,3230,0.963628,0.036372,65.00
575,100,0.600,3.0,5.00,30,103,61,800,0.00000000,1.00000000,0.22161863,1.00000000,4948,0.944282,0.055718,65.09
576,100,0.600,3.0,5.00,50,103,42,800,0.00000000,1.00000000,0.28771530,1.00000000,7728,0.912977,0.087023,64.96
577,100,0.700,1.6,1.50,20,76,100,800,0.00000000,1.00000000,0.26205780,1.00000000,2378,0.950868,0.049132,48.93
578,100,0.700,1.6,1.50,30,76,100,800,0.00000000,1.00000000,0.19792092,1.00000000,3622,0.925165,0.074835,49.05
579,100,0.700,1.6,1.50,50,76,100,800,0.00000000,1.00000000,0.21270398,1.00000000,5626,0.883760,0.116240,48.87
580,100,0.700,1.6,2.00,20,76,100,800,0.00000000,1.00000000,0.27340697,1.00000000,2376,0.950909,0.049091,49.49
581,100,0.700,1.6,2.00,30,76,100,800,0.00000000,1.00000000,0.24199189,1.00000000,3618,0.925248,0.074752,49.39
582,100,0.700,1.6,2.00,50,76,100,800,0.00000000,1.00000000,0.32528549,1.00000000,5618,0.883926,0.116074,51.74
583,100,0.700,1.6,2.50,20,76,100,800,0.00000000,1.00000000,0.37447123,1.00000000,2374,0.950950,0.049050,52.12
584,100,0.700,1.6,2.50,30,76,100,800,0.00000000,1.00000000,0.32048882,1.00000000,3626,0.925083,0.074917,49.11
585,100,0.700,1.6,2.50,50,76,100,800,0.00000000,1.00000000,0.27879284,1.00000000,5646,0.883347,0.116653,48.93
586,100,0.700,1.6,3.00,20,76,100,800,0.00000000,1.00000000,0.32020355,1.00000000,2374,0.950950,0.049050,48.89
587,100,0.700,1.6,3.00,30,76,100,800,0.00000000,1.00000000,0.32759205,1.00000000,3622,0.925165,0.074835,48.97
588,100,0.700,1.6,3.00,50,76,100,800,0.00000000,1.00000000,0.30103620,1.00000000,5630,0.883678,0.116322,49.05
589,100,0.700,1.6,4.00,20,76,100,800,0.00000000,1.00000000,0.21097340,1.00000000,2374,0.950950,0.049050,48.88
590,100,0.700,1.6,4.00,30,76,100,800,0.00000000,1.00000000,0.27201902,1.00000000,3624,0.925124,0.074876,48.95
591,100,0.700,1.6,4.00,50,76,100,800,0.00000000,1.00000000,0.27066486,1.00000000,5630,0.883678,0.116322,52.18
592,100,0.700,1.6,5.00,20,76,100,800,0.00000000,1.00000000,0.29362040,1.00000000,2374,0.950950,0.049050,48.95
593,100,0.700,1.6,5.00,30,76,100,800,0.00000000,1.00000000,0.19146551,1.00000000,3622,0.925165,0.074835,48.88
594,100,0.700,1.6,5.00,50,76,100,800,0.00000000,1.00000000,0.27474962,1.00000000,5622,0.883843,0.116157,49.53
595,100,0.700,2.0,1.50,20,76,100,800,0.00000000,1.00000000,0.38383434,1.00000000,2374,0.950950,0.049050,48.91
596,100,0.700,2.0,1.50,30,76,100,800,0.00000000,1.00000000,0.34540960,1.00000000,3624,0.925124,0.074876,49.46
597,100,0.700,2.0,1.50,50,76,100,800,0.00000000,1.00000000,0.26788939,1.00000000,5652,0.883223,0.116777,49.19
598,100,0.700,2.0,2.00,20,76,100,800,0.00000000,1.00000000,0.40101175,1.00000000,2370,0.951033,0.048967,49.46
599,100,0.700,2.0,2.00,30,76,100,800,0.00000000,1.00000000,0.32324662,1.00000000,3624,0.925124,0.074876,48.90
600,100,0.700,2.0,2.00,50,76,100,800,0.00000000,1.00000000,0.20793836,1.00000000,5636,0.883554,0.116446,51.74
601,100,0.700,2.0,2.50,20,76,100,800,0.00000000,1.00000000,0.35075584,1.00000000,2376,0.950909,0.049091,48.97
602,100,0.700,2.0,2.50,30,76,100,800,0.00000000,1.00000000,0.23787155,1.00000000,3624,0.925124,0.074876,49.49
603,100,0.700,2.0,2.50,50,76,100,800,0.00000000,1.00000000,0.24560483,1.00000000,5636,0.883554,0.116446,48.96
604,100,0.700,2.0,3.00,20,76,100,800,0.00000000,1.00000000,0.39377307,1.00000000,2372,0.950992,0.049008,48.87
605,100,0.700,2.0,3.00,30,76,100,800,0.00000000,1.00000000,0.28164761,1.00000000,3626,0.925083,0.074917,48.91
606,100,0.700,2.0,3.00,50,76,100,800,0.00000000,1.00000000,0.26884005,1.00000000,5634,0.883595,0.116405,48.95
607,100,0.700,2.0,4.00,20,76,100,800,0.00000000,1.00000000,0.29028405,1.00000000,2374,0.950950,0.049050,49.02
608,100,0.700,2.0,4.00,30,76,100,800,0.00000000,1.00000000,0.30763615,1.00000000,3620,0.925207,0.074793,48.97
609,100,0.700,2.0,4.00,50,76,100,800,0.00000000,1.00000000,0.23370463,1.00000000,5634,0.883595,0.116405,49.62
610,100,0.700,2.0,5.00,20,76,100,800,0.00000000,1.00000000,0.32858524,1.00000000,2372,0.950992,0.049008,48.94
611,100,0.700,2.0,5.00,30,76,100,800,0.00000000,1.00000000,0.27884617,1.00000000,3628,0.925041,0.074959,49.13
612,100,0.700,2.0,5.00,50,76,100,800,0.00000000,1.00000000,0.27039033,1.00000000,5628,0.883719,0.116281,49.00
613,100,0.700,2.5,1.50,20,76,100,800,0.00000000,1.00000000,0.31008993,1.00000000,2374,0.950950,0.049050,51.73
614,100,0.700,2.5,1.50,30,76,100,800,0.00000000,1.00000000,0.20242438,1.00000000,3620,0.925207,0.074793,49.14
615,100,0.700,2.5,1.50,50,76,100,800,0.00000000,1.00000000,0.21772286,1.00000000,5626,0.883760,0.116240,49.55
616,100,0.700,2.5,2.00,20,76,100,800,0.00000000,1.00000000,0.25296389,1.00000000,2378,0.950868,0.049132,48.92
617,100,0.700,2.5,2.00,30,76,100,800,0.00000000,1.00000000,0.30685853,1.00000000,3632,0.924959,0.075041,51.75
618,100,0.700,2.5,2.00,50,76,100,800,0.00000000,1.00000000,0.32465474,1.00000000,5630,0.883678,0.116322,49.43
619,100,0.700,2.5,2.50,20,76,100,800,0.00000000,1.00000000,0.35071083,1.00000000,2380,0.950826,0.049174,48.91
620,100,0.700,2.5,2.50,30,76,100,800,0.00000000,1.00000000,0.22495117,1.00000000,3630,0.925000,0.075000,48.97
621,100,0.700,2.5,2.50,50,76,100,800,0.00000000,1.00000000,0.28831582,1.00000000,5622,0.883843,0.116157,49.56
622,100,0.700,2.5,3.00,20,76,100,800,0.00000000,1.00000000,0.30776401,1.00000000,2376,0.950909,0.049091,48.92
623,100,0.700,2.5,3.00,30,76,100,800,0.00000000,1.00000000,0.38028774,1.00000000,3628,0.925041,0.074959,49.57
624,100,0.700,2.5,3.00,50,76,84,800,0.00000000,1.00000000,0.33649128,1.00000000,5630,0.883678,0.116322,48.96
625,100,0.700,2.5,4.00,20,76,100,800,0.00000000,1.00000000,0.39780385,1.00000000,2374,0.950950,0.049050,48.86
626,100,0.700,2.5,4.00,30,76,100,800,0.00000000,1.00000000,0.19426052,1.00000000,3622,0.925165,0.074835,48.99
627,100,0.700,2.5,4.00,50,76,100,800,0.00000000,1.00000000,0.27015293,1.00000000,5628,0.883719,0.116281,48.92
628,100,0.700,2.5,5.00,20,76,100,800,0.00000000,1.00000000,0.33719555,1.00000000,2372,0.950992,0.049008,48.93
629,100,0.700,2.5,5.00,30,76,100,800,0.00000000,1.00000000,0.31186898,1.00000000,3618,0.925248,0.074752,48.99
630,100,0.700,2.5,5.00,50,76,100,800,0.00000000,1.00000000,0.29453391,1.00000000,5620,0.883884,0.116116,49.04
